AABB;BO,CO,CU,HL,LL,LO,LR
ENTV;AD,AI,AL,AM,AO,AR,CO,DI,II,IL,IN,IR,UX
ENTW;AD,AH,AR,AY,DO,NO,TY
ENTX;AM,AT,DE,EI,ER,ET,EU,IO,LY,UV
ENTY;CI,HI,IJ,IL,IW,LP,LX
ENVY;GU
EOOS;CD,CE,CH,CJ,DD,DH,DK,DP,DX,HV,PP,PV
EOOZ;FL,IR,LP
EOPP;AD,BD,CD,CL,DD,DF,DH,DI,DL,DM,DO,DP,DW,HL,IK,IN,LO,LP,LY,MY
EOPR;IU,IX,OX
EOPS;GG,GO,GU,OV
EOPT;CI,IJ,IL,IU,LO,LU,UV
EOPX;AL,BG,IR,LL,LR,OR,RT
EORR;EZ,HN,LL,LN,NY,NZ,ZZ
EORS;
EORT;BI,BL,BO,EI,IL,IO,JL,LL,LO
EORU;AV,BJ,BP,BZ,EV,HP,KY,MV,PR,VY
EORV;AU,AY,EK,EU,UY
EORW;FG,FW
EORX;AC,AH,AM,CI,IN,IP,LP,OP,PY
EORY;AV,DL,DV,DW,IL,LV,LW,MM,RR,UV
EORZ;AB,BO,BU,ER,IO,MM,RZ
EOSS;BI,BS,BY,EY,JS,SS
EOST;FF
EOSV;EK,OP,SW,UU
EOSW;
EOSX;EM,EY
EOSY;DG,DX,EG,ES,EX,EZ,FG,GZ
EOTT;AG,AN,AU,EO,GH,GN,GU,HI,IN,IT,IU,JN,JU,NU,QU
EOTV;EN,IM,IU,IV,PU
EOTY;BU,CL,CO,HX,LL,LT,LW,LZ
EOTZ;GY,NN
EOVW;SS
EOWY;BR,KR,LL,LR,LT,LY,NP,RT
EOYZ;ES,GS,GT,LT,MM
EPPR;DE,EE,EH,EP,GY,PY
EPPS;DU,HL,LU,TU
EPQU;AL,AO,LU
EPRS;
EPRT;LY,TY
EPRU;BM,BO,BY,FF,HM,HO,II,IM,IO,JM,MM,VY
EPRV;LU
EPRX;AS,AT,EI,ES,ET,FI,IM,IO,IT,LO,OO,OT
EPRY;BU,IN,IP,IT,NU,NW,PP,TT,TW
EPRZ;AA,AN,AP,AT,ES,HY,OT
EPSS;DL,DN,LL
EPST;
EPSU;HO,IN,IQ,IZ,NN,OP
EPSW;AH,DO
EPSY;AC,AP,CC
EPSZ;AE,ER,LT,LU,TU
EPTW;AA,NU
EPTY;CE,CL,EF,ER,LN,LR,RW
EQUY;AZ,CH,EX
ERRS;
ERRU;BB,BE,BF,BI,BR,BY,EV,FH,FO,FU,IO
ERSS;HW,HY,NY,VY
ERST;BL
ERSU;FF,FK,FZ
ERSV;
ERSW;
ERSY;CS,CW,IM,IS,MM
ERTT;BE,CE,DE,EE,EF,EG,EH,EL,EN,EP,ER,ET,EV,EW,EX,FY,LY,PY
ERTU;EF,FF,FU,FX,GG,GZ,HW
ERTV;
ERTW;
ERTY;EP,GI,IP,IV,PT
ERTZ;AP,AS,AY,ES,GU,IS
ERUV;AG,AM,AO,AQ,DO,GO,IM,IN,IQ,KY,MO,NO,OY,PY
ERVY;BO,CU,DO,FI,IL,IT,KU,LO,OU
ERYY;AL,GL,GS
ESSS;BO,CO,DO,FO,GO,HO,JO,KO,LO,MO,NO,OP,OS,OT,OW,RT
ESST;
ESSU;AH,AK,AN,EN,HH,QU
ESSV;EL,EN,ER,HO,LO,OR,OW,RU,RY
ESSW;CR,FR
ESSY;BB,BO,DR,GU,HO,HR,IR,RV
ESTT;BU,CU,DU,IK,IL,IW,KL,LU,MU
ESTU;ZZ
ESTV;DL,DU
ESTW;
ESTX;PY,RY
ESTY;
ESTZ;DE,ER,ET,FU,LP,LU,PU,UZ
ESUY;AC,AN,BM,BR,MS,NR,NX,RR,RV
ESWY;AA,AD,AR,AV,CR,DE,FI
ESXY;AT,DO,HL,IL,JN,LM,LN,LO,NO,NU,OR,RT
ETTX;AI,AN,DE,EN,ER,IT,OR,RU
ETTY;AL,AR,EI,IL,LO,LR
ETVX;ER,NU,OR
ETWY;AJ,AK,AN,EN,IN,NT
FFFU;DE
FFGO;DE,ER,IN,LO
FFGU;AW,EI
FFHU;DE,ER
FFII;BN,ER,GN,LY,NT
FFIJ;
FFIK;AR
FFIM;AA,AR,DE,EO,NU
FFIN;AC,AE,BI,BO,CO,CU,DE,EG,ER,ET,GI,GO,IT,MU,NU,PU,RU
FFIR;AA,AK,AM,AZ,NU,OP
FFIT;AA,DE,EN,IN,LO,LU,OP
FFIV;DE
FFIY;CL,EG,HW,IL,PS
FFIZ;AR
FFKO;EY
FFLU;CE,DE,EM,ER,EX,IL,IT,RY
FFMU;DE,EL,IN
FFNU;CI,CU,IM,IN,IP,IR,OR
FFOS;AL,EF,EI,ER,HI,HR,HU,PU,PY
FFOT;CU,EE,ER,IL,IP,PU
FFOY;AL,AP,BU,EK,FL,PS,PU
FFPT;IO,OU
FFPU;BE,DE,ER,IN
FFRU;BO,IN,LY,NO,RU
FFTU;CO,IL,OP
FGIO;RT,TZ
FGIR;AN,DI,IN,NO,NY
FGIS;AN,AY,DE,EN,EU,FL,GI,LN,NU
FGIT;AN,AZ,BE,DE,EE,EN,OZ
FGLO;FO,RU
FGLU;DI,JU,MU,OR,TU
FGNU;
FGOO;BW,DE,DG,DX,FL
FGOR;AM,AR,AT,GY,IN,IT,NY
FGOS;BE,DE,EN,EY,NU
FGOW;BO,DE,ER
FGOY;NR
FGRU;AL,AY
FGSU;DE,EI,IO,OO
FGUU;JL,LM,LT
FHIQ;
FHIS;AM,AO,AR,CE,CU,DE,EL,ER,ES,FO,FW,IK,IN,LU,SU
FHMU;AL,DE,EY,IY
FHNO;
FHOO;AL,BE,DE,ER,OR
FHOU;DE
FHOW;DE,RY
FIIN;AL,AM,BF,BR,DY,ET,FG,FT,GK,GL,GN,GR,GW,GY,KR,LL,LT,MR,MY,OR,OT,VY
FIJU;
FIKL;EO
FIKN;AG,AU,GI,GY,IR
FIKR;DU,IN
FIKS;HI
FIKU;AN,DR
FIKY;CL,ER,GN,LS,RS
FILL;FU,IN,IP,LU,PU,UW
FILM;BE,DE,ER,ET
FILO;BD,DN,DR,FT,JR,MU,NR,NW,RT,RV,TU,UZ,XY
FILP;EF,EP,ER,IL,IR,LU,PY,TU
FILR;BI,CO,DO,IP,JO,MY,NO,OV
FILS;FG,GN
FILT;FO,FU,OU,PU
FILX;NU,OY
FIMR;BO,CO,IN,LY,NO,NU
FINO;AN,BF,BW,CF,CT,CX,DE,DL,EL,IR,IT,LR,LW,MR,MY,PR,RT,RX,TY
FINR;BI,FU,GI,GO,GY,IK,IM,IO,LO,MO,MU,OP,OT,OX
FINS;GL,GU,LU
FIOT;AR,CN,CR,DE,EO,FL,FP,GR,GZ,IN,LR,LU,NR,NY,PR,RR,TU
FIPS;ER
FIPU;FN,LL,LT,RY
FIRS;DO
FIRT;CO,NO,OP,OR
FIRZ;AF,AL
FIST;CI,CU,IM,IX,MU
FITT;OU
FITX;AE,NU
FIZZ;DE,EL,EN,ES
FKLO;EI
FKNU;AI,DE,ER
FKOR;DE,ER
FKSU;DE,EL,ER
FKSY;IL,IR,LO
FLLU;AM,AN,AP,AW,DE,EG,ER,FI,IL,IP,IW
FLOO;BE,ET,EY,EZ,FG,JL,LW,NU,NW,UZ,YZ
FLOP;DU,EF,PY,TU,UW
FLOR;CI,DI,IJ,IN,IT,IV
FLOT;FI,IR
FLOU;BX,DN,DP,IM,IZ,JY,LY,MN,NO,OZ
FLOW;AL,DE,EL,ER,LO
FLOX;BU,IY
FLRU;FY,NU,PU,PY
FLSU;KN,MP,TY
FLUX;AF,BO,DE,EF,ER,ES,IN
FMOO;LR
FMOR;BI,CI,IN,LO,LY
FMSU;IT,LP,OR,OU,PR
FMUY;EH,ET,HI,IN,PR
FNOS;BY,GL,GO,GU
FNOT;AD,AL,AM,AN,CI,II,IY,KY
FNSU;EI,EL,ET,IL,IO,IT,OT
FOOP;
FOOR;AB,AT,EH,EI,ER,ET,EW,HO,HW,NU
FOOS;BF,IN
FOOT;DE,EI,EL,ER,GR,UX
FOOW;BG,DE,ER,LL,LN
FOOY;EL,LZ
FOPR;ET,FI,IN,IT
FOPS;FY
FOPU;DE,DL,LT,LW
FORS;
FORT;AG,AI,AM,AO,AU,GI,GO,IL,IP,IR
FORU;AT,AV,BF,FN,HT,NO,YZ
FORW;AR,EG,EI,EL,EO,ET,EW,HO,RU
FOSS;CF,FK,IY,OP,OR
FOST;DE,HW
FOSU;AM,AS,AV,GI,GN,GO,IN,IQ,MU
FOSW;DE
FOSY;EG,EL,EN,ER,FP,IS,KL,LL,LS,RW
FOTT;IU
FOTU;CF,FP,IT,OX
FOWW;ER
FOXY;IL
FOYZ;LO,RU,RW
FRRU;AE,BE,DE,EH,EM,ET,EU,FU
FRSU;BI,DE,EE,EI,EK,EM,MP
FRTU;AL,AO,DE,EE,EF,EL,EN,EO,ER,ET,EU,EX,NU
FRUY;AG,AI,BE,BI,EL,FG,FL,HP,IP,LO,LP,MP
FRUZ;
FSSU;AL,AM,AN,AO,CF,FL,FN,HI,IL
FSTU;HI,IM,IN
FTTU;DE,EF,ER,IO
FTUY;EM
FTUZ;DE,ES
FUZZ;DE,EL,ES
GGHO;DE,ER,ET,IN,RU,TU
GGIM;AE,AN,EL,EN,EO
GGIN;BI,BU,BY,GI,GU,IP,IV,LU,LY,RU,RY,UY,VY
GGIR;BE,DE,EE,EJ,EL,EN,ER,ET,EW,IR,NO,NU,NY,OO
GGIS;EL,EU,FI,OT
GGLU;BY,DE,EG,EI,EJ,EM,EP,ER,ET,IN,RY
GGMU;DE,EE,EL,ER,RU
GGNO;AB,AM,AU,AW,AX,BO,BU,DE,DU,EG,EL,OR,OY
GGNU;BI,BO,DO,GI,IL,IR
GGOO;BN,EL,IL,IR,LL,LO,LY,NR,NY,RT
GGOR;CY,FY,GY,HU,IN,IO,NO,OT
GGUV;
GHHI;LY,NO
GHHO;IN
GHIN;BI,DI,IK,IR,IV
GHIS;AB,AE,AG,AL,AU,AZ,BE,DE,EK,EL,LU
GHIT;QU
GHIW;AN,NY
GHNO;OP
GHNU;AA,AC,AL,AN,AO,AP,AR,AT,AY,CL,EE,EO,ER,NU,OS,OT,PU,RY
GHOS;AE,AF,AL,AM,BR,EL,LO,OR
GHOT;DO,IR,OP,RW
GHOY;DU,IN,LU,RU
GHPU;AN,MR,NU,SU
GHSU;IL,LP,PU
GHTU;CL,CR,IQ
GHUV;
GHUY;AL,AN,DO,EL,LO,NR,OR,OT
GIJO;AD,DU
GIJS;AR,AW,ER
GIKN;BI,BO,BY,CO,DI,DU,DY,FI,FY,GO,HI,HO,HT,IL,IM,IN,IP,IR,IT,IV,IY,JO,JU,LY,NU,OP,OR,OT,OY,PU,RY,UY
GILL;DE,EI,EN,ET,EU,NU,OO
GILM;AB,AM,AN,AO,AP,AY,IN,NO,NU,RY
GILN;DI,IK,IM,IN,IR,IV,IW
GILR;DI,IN
GILS;CO,FF,OO,OS
GILT;AO,CI,DO,GO,RY
GILU;FY,LY
GIMN;CO,DO,FU,HO,IK,IL,IM,IN,IP,IR,IT,IX,LO,LU,MU,NO,OO,OP,OU,OV,OW,OZ,PU,RU,TU,UX
GIMP;AE,AL,AN,DE,EL,EN,IN,NO
GIMR;AB,AN,AU,IN,MO,NU,OS,SU
GIMS;DE,EM,ER,ET,HT,MU,RU
GINN;BE,BO,CO,DE,DI,DO,EE,EF,EI,EL,EM,EP,ER,ES,EU,EW,FI,GO,HO,IK,IL,IM,IN,IP,IS,IT,IV,IW,IX,KU,MO,NO,OO,OS,OT,OW,OZ,PW,RU,TU
GINO;EO,ES,MN,MO,MS,MU,MV,NN,NO,NS,OS,SS
GINP;DU,HY,KU,MU,MY,NW,NY,PU,RU,RY,TU,TY,XY
GINR;CH,CY,FY,GY,KY,PY,TY
GINS;CI,CO,FO,IN,IV,NO,NY,OO,OY,VY
GINT;BI,BU,CI,DI,IK,IM,IN,IR,IT,IW,MU,NU,PU,RU
GINW;FI,IL,IN,IP,IT,IV,NP
GINZ;DE,EL,ER,EZ,FU,IP
GIOR;GO,MM
GIOS;CE,CL,CN,DE,DN,EL,EN,EO,EP,ET,EV,GN,GT,IL,KP,LN,LO,LS,NN,NO,NP,NS,NT,NW,NZ,PP,PS,PT,TU
GIOY;AU,DZ,ET,LL,LO,LR
GIPR;DU,IN,NU
GIPS;AO,EO,HT,KO,LU,OP,OS,OT
GIRR;AH,AN,GI,NU
GIRS;MU
GIRT;DU,IN,KU,LY,NU,NY,TY
GIRY;AA,AN,CN,ET,FN,GN,HT,KN,NT,NW,TT
GIRZ;AN
GISS;AA,AL,BO,EE,EL,ER,EU,IL,KL,LO,LU,OP,PR
GIST;BO,DI,GO,JO,OP,PY
GISV;IL,IN,NY,OR
GISW;AE,AG,AJ,AL,BE
GISZ;AH,ER,EZ,MO
GITW;AN,AT,DE,DO,EL,EN,GY,IN,NO,NY
GIZZ;AG,EN,ES
GJNO;AR,OU
GJOS;
GJSU;AA,AE,AL,DE,MU
GKNO;AB,AU,BI,CI,EY,GI,HI,IJ,IP,IR,IT,IY
GKNU;AO,AR,BE,DE,DI,EI,IJ,IN,IP
GKOO;AB,AL,MU
GKOR;DE,IN
GKOS;CE,IP
GKOU;AL,AN,MO
GKOW;
GKSU;EL,EM
GLLU;AE,AI,DE,EF,EI,ER,ET,IN
GLMO;IN
GLMU;FU,IN,LY,PY,RY
GLNO;LY
GLNU;AA,AD,AH,AN,AR,AU,JY,PU
GLOO;EG,FF,GO,TU
GLOP;HU,PY,TU
GLOS;GG,HU,II,IR
GLOV;IN
GLOW;BE,DE,EG,IN
GLOY;AT,AW,HU,NU,PP,SS
GLPU;AE,DE,EG,EN,ER,NU,OT
GLRR;AE
GLRU;BU,FO
GLSU;BO,DY,HO,UV
GLTU;CH,FU
GLUY;AH,DK,DS,HO,IN,IT,JN,MS,NO,NS
GMNO;CI,DI,HI,IL,IN,IP,IV,IW,IY,IZ
GMNU;FI,IL,IM,IP,IR,IT,IX
GMOR;IM
GMOS;BE,BO,BU,DE,EO,ET,EU,GY
GMPU;AZ,DE,LY
GMPY;AR,DE,LU,RU
GMRU;GU,IN,IS,LY
GMSU;BO,BU,DY,IM,IR,JU
GMSY;AA,AE,DU,GO,IO,LU
GNNO;BI,CI,DI,GI,HI,IM,IN,IO,IT,IW,IY,IZ,MO,OR,UW
GNOO;AD,DE,DR,DW,EI,EN,ER,ET,GR,HI,IN,IW,JU,NR,RT
GNOP;PU,TU
GNOR;DO,DU,GO,HT,NO,OT,ST
GNOS;CI,FI,FU,IR,IZ
GNOT;CE,DE,EO,ER,ET,OR
GNOW;DE,DO,EP,NU
GNOY;BE,EK,EM,EX,HT,LL
GNPU;DI,HU,IK,IL,IM,IO,IP,IR,IT,LU,OP,OR,OT
GNRU;AE,AG,AH,AK,AL,AM,AO,EG,EH,EL,EM,EN,EP,EY,GY,HY,JU,OP
GNSU;CY,HO,NU,OY
GNTU;BI,IL,IM,IN,IP,MU
GNYY;
GOOP;DE,DH,ER,HT,MR
GOOR;AL,AT,AV,EI,EN,EP,EV,GI,GN,GT,IV,LP,NN,NT,OO,TT
GOOS;AZ
GOPR;LO,MO
GOPU;EN,ES,HL,IN,IT,LT,NP,NT
GOPY;
GORS;DU,HU,UU
GORT;FO,GO,HN,HW,NO,OT,TY
GORW;AD,DE,EF,ER,HT,PU
GORY;BC,CG,FG,GG,TT
GOSS;BI,IP
GOST;BI,GI,IJ,IP
GOSU;AN,AR,DN,DR,EG,EM,EP,ER,EV,FI,FN,FO,FR,IR,LM,LN,MN,NY,PR,RU,RY
GOSV;AT,IR
GOSW;BU
GOSY;DE,EE,EF,EL,EZ,LS
GOTU;AA,AF,AI,AT,BU,DU,IM,IP
GPSU;GY,HU
GPSY;ER,GU,HL
GRSU;IM,IO
GRTU;CH,DE,DI,EG,EL,EM,ET,EZ,IK,IP
GRUU;BL,GM,GR,JN
GSSU;
GSTU;AB,AM,AT,AU
GSTY;IN,IP
GSUV;EO,LU
GSUY;CN,DL,DM,GP,LM,LN,MP,NO
HHHS;
HHIS;AB,AD,AK,AR,AV,DE,EI,EK,ET
HHNU;
HHOP;AW
HHOS;AR,CU
HHSU;AG,CE,CO,DE,EG,ER,GO,MP,RT
HHUU;MM
HIIL;AT,BG,KM,PU
HIIM;CK,CR,DE,DM,KL,KO
HIIO;GN,PR,PT
HIKO;AW,DE,EN,ER,GN,LY
HIKS;BU,FI,SY
HIKT;
HILL;AP,AZ,DE,ER,PU
HILT;NP,NY
HIMS;BO,DO,LO,LU,NO,NU,OP,OR,PR
HIMW;LO,MY
HINS;FI,IL,IM,IO,IP,JU,MO,MU,OP,OR,PU,PX,RU
HINT;IW,LP,LY,MU,PY
HINW;AA,AG,IT
HIOR;AD,AM,AT,AV,BM,DE,DR,EK,EL,EM,EP,ET,GT,IP,LT,PT
HIOS;BD,BM,BP,BY,CC,CL,CM,CN,CY,CZ,DD,DL,DM,DV,DY,FF,LL,LM,LP,MN,MP,NP,OV,PP,PY
HIOT;AA,AR,BB,BE,CC,CG,CK,CN,CR,EG,EN,ER,ET,GN,GR,MY,TU,WZ
HIOW;AK,CR,DE,LM,TZ,ZZ
HIPS;BO,DE,DI,ER,EZ,IM,IN,LO,MO,MR,NO,NU,NX,OP,OY,PU
HIPT;AN,DE,LN
HIPW;PY
HIPZ;ES,GO
HIRS;BY,CL,CM,CP,DY,LL,MP
HIRT;
HIRW;AT,CO,EN,ET,GT
HISS;AB,AD,AI,AK,IX
HIST;BI,DU,TY,UZ,VZ
HISU;BE,BK,DD,DT,EM,ET,FT,JN,MN,NP,NW,PP,TZ
HISV;DO,OO,TZ
HISW;CE,EL,FF
HITW;AA,AK,AL,AR,IN,OZ
HIWZ;OT
HIZZ;DE,ES,IT
HJNO;NY
HJOS;AD,AK,DE,EP,ER,ES
HKLO;AD,AO,CE,CO,DE,IY,OZ
HKLU;AP,CE,DE
HKNO;BU,GI,OU
HKNU;AA,AM,AP,BO,EI,ER,OO
HKOO;DE,ER,LZ,NU,PU
HKOP;OU
HKOR;AC,BE,CE,CI,CU,DE,EI,EN,EO,EW,EY
HKOW;AI,AM,DE,ER
HKRU;AB,AC,AT,CO,EN
HKSU;BI,MO
HLLU;DE,ER,IP
HLMO;CI,CO,GU,IW,IY,TY
HLOO;AF,AK,AM,AP,EI,IT,KZ
HLOP;AN,AO,AS,DU,EM,EN,EP,GU,IS,LY,NY,SS,SY,TY
HLOS;BY,GN,GU,IL,IP,LU,PY
HLOT;
HLOW;AL,IM,LO,LY
HLOY;AS,BS,GU,IK,IM,NP,NU,PS,RU,SS
HLRU;AE,BE,DE,EL,ER,PU
HLSU;DO,GO,OT
HLWY;AL,EE,EK,IL,IR,LO
HMMM;AA,UU
HMNY;CI,CU,IO
HMOO;AL
HMOR;CI,CO,CY
HMOS;BI,DI,IN,IP,KU,PW,UU
HMOT;AF,AZ
HMOW;IL,OS
HMOY;AR,AS,AW,IL,IN,NP
HMPU;DE,EN,ER,GR
HMSU;BR,DE,EI,EN,ER,IN,KO,OR
HMTY;BU,HR,PU,UZ
HNOO;AB,AD,BB,DU,GI,KU
HNOP;AL,AR,CI,GI
HNOR;AC,AD,AP
HNOS;II,IM,IT,MT,TU
HNOT;AB,IS,OP,PY,SU
HNSU;CR,EM,EO,ER,GO,IJ,IM,IP,IR,IW,OR
HNTU;CU,GO,IM,IN,RU
HOOP;AB,AJ,AL,DE,DG,EO,ER,EY,KU,OO
HOOR;AH,AY,BC,CM,EF,EK,EP,EV,FO,FW,IU,MP,OO,RR,UZ
HOOS;AY,EV,EY,IV
HOOT;AC,CC,CH,CL,DE,DG,DI,IL
HOPQ;
HOPS;BI,IL,IM,IP,MR
HOPT;LY,NY,PU
HOPU;DL,GL,IR,KO,NO,PT
HOPW;AH,AR
HOPY;AC,CU,DE,DI,EO,LL,LT,RT,RY
HORS;BC,BG,CC,CD
HORT;GI,IL
HORU;AD,CC,CE,CK,CR,EP,LY,NO,OZ
HOSS;AC,AD,AM,CM,NY
HOST;
HOSU;AM,DL,DN,KM,LL,MU
HOSW;
HOSY;BI,BK,BL,CI,CO,LS
HOSZ;AT,CI,CN,HO,MO
HOTU;AU,DE,IT,PP
HOTW;AA,AC,AZ,IZ
HOWW;
HPRU;CE,EM,EO,ES,FY,GM,IO,LU,MY,SS,SU
HPSU;DE,ER,ES,GU,IN,IP,PU,RS,RU
HPSY;AR,MN,NX
HPTU;AR,AZ,OP
HPUW;
HRSU;PS
HRTU;AE,AG,AK,AP,CC,CG,EN,ER,EW,NU
HSSU;AB,AC,AD,AE,AQ,AR,BE,BR,CE,CS,DE,EP,ER,ES,PR,QU,RU,UW
HSTU;AI,AJ,AL,AT,FI,IZ
HSWY;IK,IM,IS
IIKP;AH,AT,CN,EN,GN,NP,UW
IIKT;AN,AP,BZ,DE,DL,EL,GN,OT
IIKW;AA,AK,CN,PU
IILP;CO,FL,FR,HU,LU
IILR;AD,AL,AY,DG,EG,EM,EN,EO,EP,ER,EV,EW,EX,FP,GN,NT,NV,WY
IILW;BT,EL,ER,GN,LY,RY,TT
IIMN;CL,DU,FY,GK,GL,GN,GP,GT,GX,JY
IIMP;AN,DL,GN
IIMR;CE,CH,EL,ER,ET,EX,IT,ST,SU,TX
IIMS;AL,AM,AR,BO,BZ,CM,CV,EL,EM,FL,KL,RU
IINS;AC,AD,AR,AX,BD,BL,CD,CG,CH,CO,CR,CV,DG,DO,DR,GK,GL,GN,GP,GR,GV,GW,GZ,HL,HO,HP,HW,JN,KL,KN,KO,KS,LN,LP,NO,OV
IINT;AH,AK,AM,AT,CE,CG,CH,CR,EF,EG,EM,EP,ER,EV,FF,FO,GK,GM,GR,GT,OP,OR,PR,PX,TU
IIPP;AR,EH,EL,ER,EY,GN,HN,KN,NP,OO,UU
IIPT;AK,AW,DE,EN,ER,HO,NO,NR,NX,RU
IIRS;AK,AM,AN,AO,AP,BE,BK,BO,BR,CC,CN,CP,EF,EK,EP,EV,EZ,GN,IT,KR,MN,MT,MU,PT,VZ
IIST;AB,AG,BH,CC,CE,CF,CY,DE,DG,DL,DO,DX,EH,EY,FO,FX,IR,LU
IISW;DH,EF,GN,HN,NT
IITT;AN,BD,BE,BT,CO,DO,DT,ET,GN,IR,KO,LU,LW,NU,NW,OO,RR
IITZ;BK
IJKN;DE,ER,ET,EU,GO,GU
IJKO;CR,ER,GN,LY,MU
IJLL;ET
IJLT;AW,DE,EL,ER,EU
IJMP;ER
IJMS;AD,AL,AN,DU,EL,EO,KU,NO
IJNN;
IJNO;AD,CO,DE,EN,ER,RU
IJNS;AM,EX,HU,PU
IJNX;DE,ES
IJOR;CK,EK,EN,FL,NU
IJOS;BU,DE,EM
IJVY;
IJZZ;ES
IKKL;AU,DU,EN
IKKN;AO,DE,EL,NU
IKKR;CE,DE,EY,IO,OR
IKLL;AA,DE,EI,EY,TU
IKLM;
IKLN;NU,OU
IKLO;AN,CN,DE,EF,EO,EX,HY,JY,NU,OT,PY
IKLP;CE,EE,OY
IKLR;CY
IKLS;
IKLT;CE,DE,DI,EE,EI,EN,ER,ET,OO
IKMN;AG,AL,AW,BU,CU,DU,GI,OO,OR,RU
IKMO;HI,JU,NO,NR,TV
IKMR;EL,EM,EN,ER,NO,NU
IKMS;
IKNO;AA,AC,AD,AK,AL,AT,CG,CL,DD,GG,GH,GJ,GR,GT,GY,IN,LU,MO,MR,NN,OR,RW
IKNP;AC,AD,AN,CI,CU,GI,GU,IP,NU,TU
IKNR;AA,AC,AG,AT,FI,GI,GO,GY,MO,MU,OO,OW
IKNS;IN
IKNT;CE,DE,EJ,EL,ER,ET,GI,GO,LY,NU,OP,PU
IKNW;AG,AM,CE,CI,DE,EG,EL,ER,OR
IKNY;AE,BG,EG,FG,GI,GO,GR,GU,TW
IKOS;BB,DD,DO,EP,ER,EZ,GP,IT,OR
IKPP;CU,DE,EN,EO,ER,ET,IN
IKPS;BU,GO,RU,TU
IKRS;OO
IKRU;DE,DF,EP,EY,GT,MN,OO
IKRY;CC,CL,CP,CT,GN,QU
IKSS;HW,IK
IKST;
IKTU;AN,EM,GR,NN
ILLL;DE,FU
ILLM;DY,IU,OU,PY
ILLN;AC,AE,AF,AV,AW,BO,DE,EE,EG,EI,EO,EP,ET,FI,GU,OT,OY,UW
ILLO;BN,BR,BU,BW,BX,BY,CU,GO,GR,GY,IY,MU,NT,NY,PW,RT,WW
ILLP;AA,AC,AD,AH,DE,EI,EN,FI,MY,OW
ILLR;AI,AV,AY
ILLS;QU
ILLT;AE,AT,BE,DE,EF,EG,EI,EJ,EM,EN,EO,ET,EU,KU,NO
ILLV;DY,EE,EY,PU
ILLW;AE,AN,BO,DE,EE,EI,ER,FU,NU,OP,OW
ILLY;AC,AR,AZ,EK,EV,IO,MP,NO
ILLZ;
ILMN;BY,CI,CY,GI,GO
ILMO;AD,AG,AH,AN,AP,AT,CH,DU,FU,GN,HW,HY,LU,NU,PY,TU
ILMP;DI
ILMS;
ILMT;AB,AO,AR,AU,DE,EF,EG,EL,EO,EP,ER,EU,OU,UU
ILMU;CU,DO,LO,OT,TU
ILMY;AC,AG,AN,AZ,CN,HO,ZZ
ILNN;AA,AD,AG,AP,AU,DU,KU
ILNO;BL,FR,FW,IV,KU,LT,MU,OT,PP,PT,QU,TU
ILNR;AA,AC,AD,AG,AH,AM,AT,AU,DD,FO,GI,GO,GU,IT,IV,MU,PU
ILNS;FU,HI,IP,PU
ILNT;AA,AB,AD,AO,AP,AR,AT,BZ,HP,LO,OO,OP
ILNY;CC,CM,PU
ILOO;AD,AR,CN,DN,HT,KT,NT,RT,YZ
ILOP;CI,CY,DI,DN,DY,GN,KY,MY,NP,PY,RY
ILOR;AF,AJ,AO,AU,FJ,FN,PX,QU
ILOS;AG,AI,AX,GI,HW
ILOT;AB,AG,AM,AN,AX,AY,FF,FU,GG,GN,KO,LN,MU,NO,NU,TW
ILOV;GN,IN
ILOY;AT,AW,BL,BX,CP,CZ,FX,GL,GO,HK,HL,HM,IL,JK,KP,MP,OZ,PP,PT
ILPR;FI,MY,NU,OX,OY,PY,TY
ILPS;GN,PY
ILPU;DH,ER,HI
ILPY;CE,CO,DD,DO,ER,KN,KO,KS,NU,OR,OT,RT
ILRT;BY,GY,IN,MY,NY,PY
ILRV;IN
ILST;DI
ILSY;AA,AE,AF,AR,AV,CR,CU,EU,EW,EX,GR,PP,RW
ILTT;IU,KU,KY,PU
ILTU;AD,AH,AM,AR,DO,FF,FO,IT,MO,MU,OR
ILTW;AH,AJ,BE,BI,DE,EG,EN
ILWY;AO,AR,AV,AX,DE,EF,ES,EV,GG,GN,HR,IR,RS,RT,ST
IMMO;AN,AS,BO,CS,CT,CX,GR,MS,NS,NU,OR,OS,SU,TU,TW
IMMY;HW
IMNO;DG,FY,GH,GL,GN,GP,GV,GW,GY,GZ,HY,NW
IMNS;
IMNT;GI,GU,HU,NU,RU,UX
IMNU;AB,AN,AR,AT,AV,AZ,BK,DI,DK,EH,EM,ER,ET,FF,FG,FR,FY,GM,GP,GR,GT,HT,IM,KR,NT,RR,RT,RY,TY
IMNX;AG,GI
IMNY;AF,AL,AP,AV,BL,FI,FO,FU,HO,IJ,OS,RU
IMOO;AC,AK,BM,CD,DG,DR,ER,JT,MR,MS,TV
IMOR;BD,BF,BH,DO,GM,MO,RR
IMOS;AM,AU,AW,EH,EJ,EM,EP,EU,EV,HP,MM,MO,MU,PU
IMOT;CI,CM,CY,DU,EL,ER,EY,GU,HY,JO,LU,MU,MW,TT,YY
IMOX;DY
IMPP;DE,EL,LY
IMPR;
IMPS;CH,EO,HO
IMPU;
IMPW;AN,DE,EL
IMQU;
IMRS;DI,IN,LY
IMRT;II,IX,LY,OP
