AAAARR;CC,CJ,JK,PP
AAEPTT;ES,MU,OS,PS
AAEPTW;
AAERRR;BT,DW,FW,GN,IT,NT
AAERRS;BC,BG,BK,BM,BW,CF,CH,EF,EN,FI,FW,GI,GL,GN,GV,II,IM,KM
AAERRT;BD,BE,BR,CU,KM,KP,MU,PP
AAERRW;CE,EW,GL,GM,IN,KM
AAERST;
AAERSY;AW,BK,CW,EY,FW,GV,KK,LL,LM,LN,NY,RR
AAERTT;DS,ES,FX,HL,LM,LP,MO,OS,OV,TW
AAERTU;FG,IQ,LV,PQ
AAERWX;ES,HT
AAERWY;EH,LP,LY,TW
AAESTV;GR,OU
AAESWY;AR,BL,CP,CR,CU,DH,DR,FR,GT,IL,LN,LP,TW
AAFFIM;
AAFFIR;LT,NP
AAFFIT;LR
AAFFJS;
AAFFLR;EL,EP,ET,IT
AAFFPR;EL,IN
AAFFRY;DE,ER
AAFFRZ;
AAFGHN;RU
AAFGIN;ER,LO,TW
AAFGNR;EI,HU,LT,RT
AAFGNS;
AAFHLS;IK,TW,TY
AAFHMT;
AAFHRS;AT,IN,IT,OT,UU
AAFHTW;DE
AAFIJT;
AAFIKL;ET,LY
AAFIKS;
AAFIMS;DR,LT
AAFINR;DU,EG,FP,IL,LL,MO,RW
AAFINT;DI,EX,GW,MO
AAFIRS;AT,CT,DE,DM,ER,HT,PT,WY
AAFIST;AR,CE,CR,HR,LM,LT,PR,QU
AAFKNS;
AAFKNT;
AAFLLL;BE,DN,EG
AAFLNS;BO,DT,IT,OR,RU
AAFLNU;GL,IN,IQ,LY
AAFLOT;BT,DW,DX,EG,EM,NN,NT
AAFLSV;
AAFLTU;BE
AAFNSU;IN,IT,LR
AAFOST;HR
AAFRSY;AD,AW,EW,IU,IW
AAFSTW;EG,LY
AAGGKU;
AAGGLO;AP,NT
AAGGMN;DI,IN,IR
AAGGNZ;DE
AAGGQU;
AAGGRS;LY
AAGGRT;BR
AAGGSW;NY
AAGHIN;AR,BS,HS,MS,PS,PW
AAGHJN;
AAGHKN;MY
AAGHLS;AN,DI,EP,EU,EY,IR,NN
AAGHLZ;
AAGHMR;EX,IT
AAGHMS;ES,HI,IN,NU,NW
AAGHNR;AC,AI,CO,DE,EU,FU,OP,PY
AAGHNS;AL,GG,HI,HO,IM,IN,IP,LN,MU,MW
AAGHNU;ER,FR
AAGHRR;CI,IP,TU
AAGHST;DI,SU
AAGIKN;IK,KY,LO,LR
AAGILN;BE,BT,CE,CL,CT,EE,ET,IM,LU,MX
AAGILO;CL,CU,CX,DL,OP
AAGILP;AT,EE,EL,HY,OO,OT,RY
AAGILR;DL,DM,MM,MY,PY,RW
AAGILS;AB,BI,BM,DH,FF,LS,MY,TT,TW
AAGILV;LT
AAGIMN;CI,CN,CP,DG,DM,DR,EP,GN,GR,IL,IN,LR,LX,NN,RR
AAGIMS;EL,HH,IT,KR,LY,SV,TT
AAGINN;BD,CM,ER,GM,GT,IM,IU,MN,MO,NY,OT,TV
AAGINR;CD,CI,DM,DP,DW,GG,GM,GV,NW,PW,PY
AAGINS;AZ,CP,DI,EE,EP,EW,FH,HH,HP
AAGINT;DE,DP,EL,EP,EV,FW,GN,LO,LP,LV,NO,NV,NW
AAGINU;CT,IN,LL,LV
AAGINV;CT,GR,IT,NT
AAGIOS;
AAGIPR;AH,CH,DH,DM,DN,HR,LY,NW,NY
AAGIRS;DI,DM,DV,ER,EV,GT,HV,KM,TV
AAGIRW;DN,LR,NN,NP
AAGIRY;BN,LM,LP,NP
AAGISS;BN,CL,LL,LN,MN,MV,NR,NT,NU,NY,TT
AAGIST;CY,DH,GR,IM,LO,LW,RV
AAGJNR;
AAGJNS;CT
AAGJRS;
AAGJRU;
AAGJSU;AM,ET
AAGKLY;
AAGKNS;AR,ET,KO
AAGLLN;AG,CI,EE,FU,GI,IU,IY,OO,RY
AAGLLP;EI,ER,OO,OY
AAGLMM;EL,IR
AAGLMN;BU,II,IO,IR,IX
AAGLNO;BW,EU,GT,LO,NO
AAGLNR;FT,LY
AAGLNS;HN
AAGLNT;AV,BI,CI,EI,EP,ER,EU,FR,GO,IO,IP,IV
AAGLNU;BM,FL,IL,IV,QU
AAGLRS;DG,DU,GY,KV,OU,UU
AAGLRT;AE,BE,EN,EY,FN
AAGLST;AM,CO,IO,IT,IW
AAGLSY;DM,EH,EV,GR,IM
AAGLSZ;
AAGLXY;
AAGMMN;DI,ER
AAGMMR;EG,EN,IL
AAGMMS;DI,UY
AAGMMT;CI
AAGMNR;GI,IL,IR
AAGMNS;HU,TY
AAGMNZ;OP
AAGMPR;AR,DI
AAGMRS;BE,ES,ET,EW,IK,ST
AAGMRY;IL
AAGMSY;DL,IL,IN,MU,NT
AAGNNO;DF,EP,GO,IM,IT,LO,MR,NP
AAGNNS;GM,HL,MR,RU,TT
AAGNNW;
AAGNOR;BE,CH,DM,IR,KO,MN,MT,RT,TU
AAGNOT;BG,CI,GL,IL,IN,PR,RR,RU
AAGNPR;HY,IU,IW,IY
AAGNPS;AE,CI,EI,EN,ET,EW,HI,IM,IT
AAGNRR;FT,LU,OT
AAGNRS;AK,AT,AU,CE,EE,ET,EW,NU,TV
AAGNRY;BI,CV,EG,HP,IP,IS,LL,TU,TZ
AAGNSS;AL,BD,BI,DL,EL,EU,IL,IM,IO,IU,IY,LM,LP,MO,MW
AAGNST;CJ,DR,MR,MY,NT,RV
AAGNSU;AR,CO,HM,NR
AAGNTU;CI,DR,EL,ER,EV,MR,OR,RY
AAGNUY;RT
AAGNWY;DR
AAGORS;DH,DP,FR,KT,SS
AAGOTU;BD,MY,NR
AAGPPR;EW,HO
AAGRRY;
AAGRST;AN,CF,DN,IN,IV,KO,MN,MS,NV,SU,UZ
AAGRSZ;ET,NO,TU
AAGRUV;DN
AAGRVY;CN,ES
AAGSST;BH,EI,ER,EV,EW,HH,HU,IT,MR,RU
AAGSUV;
AAHHJJ;
AAHHLL;
AAHHLV;
AAHHMZ;
AAHHNT;
AAHHPT;AR
AAHIIK;RT
AAHIKM;
AAHIKP;
AAHIKR;
AAHILT;BU,DR,FK,IR,KS
AAHILY;GP
AAHIMS;GH,RW
AAHINT;DO,EM,EP,RU
AAHINW;GP
AAHIOT;DE,DN,LN,PR
AAHIPR;AG,DG,EL,GR
AAHIRR;BE,CG,CM,DE,DN,GP,LZ
AAHIRS;AN,DE,DM,FN,GL,JN,LM,MW,NW
AAHIRV;CL,DL
AAHITW;
AAHJKT;
AAHJLS;
AAHJNR;
AAHJRR;
AAHJRS;DE,IP
AAHKKT;
AAHKLS;AH,BC,BE,FI,IP
AAHKLT;DO,FI,HO
AAHKLY;
AAHKMS;AN,CP,HR
AAHKNT;CI
AAHKNU;HI
AAHKPS;
AAHKPU;
AAHKSS;CE,CW,DN,EW,MY
AAHKSY;CR,CT,DN,ER
AAHLLL;CU,OO
AAHLLN;BD
AAHLLO;CG,CR,DE,LO,PT
AAHLLP;CI,OT
AAHLLS;MR
AAHLLW;BK,DE
AAHLMM;
AAHLMS;BE,BY,EY,OO
AAHLMT;
AAHLMU;ET
AAHLNS;AG,AN,DW,ET,GN,PT,RW
AAHLOS;CI,CM,CT,MO
AAHLPS;DS,IK,IV,IY
AAHLRS;CC,CE,DE,DY,GI
AAHLRT;CO,DI,II,PR
AAHLST;FW,FY
AAHLSV;BE,ES,IP
AAHLSW;BE,DN,FT
AAHMMM;
AAHMNR;AI,AT,CI,CM,CN,EE,ET,IL,OT
AAHMNS;AK,DE,GU,GW,NU
AAHMNT;AE,AR,CI,CW,CY,EI,EL,EP,ER,OR
AAHMOS;CL,DP,IK,IN,LO,NT,PR
AAHMPR;CT,CY
AAHMPY;CR,EN
AAHMRS;CE,CI,HK,IW
AAHMSS;CD,CY,KY
AAHMST;BT
AAHMSU;GN,NN
AAHMSW;AR,GN,IR
AAHMSZ;
AAHMTZ;
AAHNNT;AG,CI,IL
AAHNPS;CO,CR,DI,DR,GI,HT,IM,IO,IP,IR,LT,MT,NW,OR,TT,TY
AAHNSS;AD,BI,DK,DR,DW,IT,NO
AAHNST;AY,BD,BE,DF,DT,EL,EP,LP,OR,OT,PT,PY
AAHNSZ;
AAHNTW;CM,UY
AAHNUW;TY
AAHNZZ;IM
AAHORS;DG,FT,HP,IK,MP,NP,NT,NV,PT
AAHOTW;KM
AAHPPR;CO,DE,GO
AAHPRY;CM,GN
AAHPSS;AI,CI,CL,DE,DH,DL,LT
AAHPTY;AI,NS
AAHRSS;CE,ER,EY,GW,OU
AAHRST;AF,AP,AW,DH,EE,EU,FO,MN,NO,OP,PW,TW
AAHRSY;AC,CK,CW,DL,DW
AAHSST;BB,BG,BK,FW,GH,GN,GU,IN,LP
AAHSSW;DN,DY,EK,FT,GR,IL,KR,LR
AAHSSY;CM,DE,DW,ER,KM,RT
AAHSTV;IR
AAHSTW;AR,PR,PY,RT
AAIIKK;GN,KR,NN
AAIIKW;
AAIIKZ;
AAIILS;BC,BD,BG,BZ,DN,DV,GN,MN,MR,PR,PT,RZ
AAIJKR;
AAIJNR;ET
AAIJNT;ER
AAIJRW;
AAIJSV;
AAIKKS;AR,KV,NO,TZ
AAIKLL;DO,DR,EV,EZ,FY
AAIKLM;
AAIKLN;GO,GR,NN
AAIKLS;AT,BE,BT,CR,DY,HP,HT,PR
AAIKNO;GL,KS
AAIKNR;CH,DQ,GL,QT
AAIKNT;EL,NT,QR
AAIKRS;BD,CL,LP,PP,PR
AAIKRT;EP,NQ
AAIKRU;CT
AAIKSS;BN,NT,TT,TV,TW
AAIKST;AL,BL,HL,KZ,MU,SV,SW,VV
AAILLP;AD,AT,CD,CH,CY,DR,EG,ET,MT,NU
AAILLX;
AAILMN;AC,CD,CI,DN,DO,DP,GI,GO,GX,OP,OX
AAILMP;DN,EI,LT,NO,OT,RT
AAILMS;AR,AV,DR,DT,FT,GY,IR,LR,LX,RT
AAILMU;CD,DE,TT
AAILNN;BC,BU,DM,DV,FU,HT,KN,MT,OT,PT,RU
AAILNR;AP,BE,BO,BT,EP,EV,FI,FL,IZ,OS,OT
AAILNS;CE,CL,CR,DI,DR,EZ,HL,LV,OR,OV
AAILNT;BG,BR,DT,QU,TT
AAILNY;CV,LM
AAILPR;AC,AN,AV,AX,CU,DE,DL,DN,EH,EN,EX,FO,LP,NU,PU
AAILPS;EP,HK,HV,HY
AAILQU;AR,CR,IL,JL,NT,RS
AAILRS;CK,CM,CN,CR,HM,IM,IZ,LM,LX,MM,QU,RV,VY,WY
AAILRT;BB,BN,BR,CE,CI,CY,EL,ER,FF,HI,IX,NO,UY
AAILSS;AP,BT,CG,CO,GL,GO,LL,OR,PT,TY
AAILSV;AM,DI,HP,MN,NO,NT,OR,RR,RT,RY
AAILSY;AC,BR,BT,CT,EW,GM,PR,RV,RW,ST
AAILTV;BE,EL,ES,EX,GL
AAIMMS;AT,BR,CR,DG,ET,NO,NT,RU
AAIMMX;DN
AAIMNR;AH,AR,BE,BH,BU,CH,CO,EP,ER,EZ,FO,GG,GR,II,OW,PZ,RU
AAIMNS;JP,KN
AAIMNT;CH
AAIMNV;DU
AAIMRR;AN,CG,CH,GM,GN,LO,NU
AAIMRT;AH,CD,CO,DG,GH,HY
AAIMST;AM,CH,DE,DL,DP,DZ,EM,FL,GI
AAIMSU;BG,DN
AAIMSZ;DT
AAIMTT;CE,ER,LU,NO
AAIMTU;GP,LT,NP
AAINNT;DO,ET,GG,GO,GV,GW,HL,IR,KT,LO,LP,LS,OS,OT,OX,RU,SS
AAINOP;AR,CJ,CR,CT,DR,DT,NV
AAINOT;BC,CG,CP,CR,CV,DH,DN,DP,DR,DV,ER,GN,IV,NT,NX,TX
AAINOX;EM,ER,LM,LT,NT,TT
AAINPP;ER,GY,RY
AAINPR;AI,AL,AO,BE,BN,CI,CO,CT,DG,DL,DO,EL,EM,EP,ET,FF,GU,GW,GY,IR,LU,MZ,PY,TW,TZ
AAINPS;CG,DH,DN,GH,GM,HM,JM
AAINPT;RW,RZ,TT
AAINRS;AH,HW,LO,OR,RS,RZ
AAINRT;EJ,EO,EP,ET,EU,HU,KQ,LO,NU,QU
AAINRU;AQ,BM,DF,ET,HT,MR,QR,QT
AAINST;
AAINSV;CC,EI,LL,LO
AAINTT;BH,CL,DE,DL,EE,EL,EN,EP,ER,KN,LY,MO,NO
AAINTV;AC,CE,CG,CO,DO,EG,GI,GN,IO
AAINTW;FG,GI,GN
AAIOPR;AN,CE,CN,DN,EM,FL
AAIORR;BD,DL,DT,LM,LV,PT
AAIORZ;IT,TU
AAIPPR;DE,EN,LL,NY
AAIPRT;CC,CN,CY,NW,NZ
AAIPRY;CT,EX,GN,NP
AAIPSS;AB,AH,AL,AV,CE,CH,DE,DI,EP,ER,LT,OP,RX
AAIPTY;AH,CC,CL,CM,CN,CR
AAIPZZ;IN
AAIRRY;DS,LL,MS,MT
AAIRST;AD,AF,GG,GV,IV,IW,OV,QU
AAIRSV;BE,BO,DG,EG,EI,EL,ET,EW,GT,IT,LO,LR,LT,LY,OT
AAIRTY;BU,CC,CD,CL,CP,CV,DN,HM,LU,MR,NW
AAIRUW;
AAIRVY;BL,CT,LS
AAIRWY;NT
AAIRZZ;CT,TT
AAISSS;AG,AT,EG,HR,MY,NS,NY,QU
AAISST;BE,BL,EG,ET,GT,KT,KV,KW,LP,LY,TV
AAISTW;CS,ER,GL,IR,KS,RY,XY
AAITUY;BR,CD,LR
AAJJMR;
AAJKNS;CM,HR
AAJLPS;CK,IN
AAJMNP;EE
AAJMPY;DE
AAJNNO;
AAJNNS;
AAJNOW;
AAJNOY;
AAJNPR;EN
AAJNPS;EI,IL
AAJNSW;
AAJNSZ;IR
AAJQQS;
AAJRST;BM,EN,MO
AAJRSV;ES
AAJRSW;ES
AAKKLP;
AAKKMR;
AAKKNU;
AAKKOP;
AAKKPU;
AAKKSY;ER,TZ
AAKLMS;PU,UY
AAKLOS;BS,CC,CD,NO,NU,OP,OT
AAKLOT;DH,HH
AAKLPS;ER,HI,IN,IR,MU,OO
AAKLRS;CI,EN,EP,GV,IP
AAKLSS;BO,HR
AAKLST;AI,BI,CW,EN,IN,OO
AAKLSV;AB,GR
AAKLTU;DR
AAKMMO;DD,KO
AAKMMU;
AAKMNU;
AAKMRS;AN,AS,DN,DY,HH,MN,WY
AAKMRT;EE,EH,EO,ER
AAKMRU;LY
AAKMSS;AR,ER,IR,OU
AAKMSY;AL,DR,LU,RW
AAKMTU;AU
AAKNOR;GO
AAKNRT;CM,EP,IQ
AAKNST;CM,DE,EG,EL,NU
AAKNWZ;
AAKOPR;PT
AAKOPS;LO,OP
AAKPPS;AU,IR,OO
AAKPRS;BE,CT,DE,EL,ET,IL,IP,IR,WY
AAKPSS;AB,DE,EE
AAKPST;CR,ER,EU
AAKRST;CH,CP
AAKRSY;BE,CH,DM,EH,EK,MW,NY,PW
AAKSSV;IT
AAKSTT;DE
AAKSTZ;IK,KY
AAKSUW;
AAKTUY;
AAKUYZ;
AALLLN;
AALLLS;EM,IT,TY
AALLMM;CU,EG
AALLMS;DR,EG,EL,HR,IN,IR,IX,NT,ST
AALLNS;DW,ES,EZ,IM,IT,IV,MT,OT,OX
AALLNY;CR,DD,DO,DP,FU,GI,GR,IM,MT,MU,NU,OT,RT
AALLOR;EV,MY,OW,WY
AALLOZ;
AALLPP;BE,DE
AALLRU;CC,MP,NP,OS,VV
AALLRV;EI,EO,UV
AALLSS;BE,BT,EG,EN,EW,GI,GO,MT
AALLSU;BT,OR
AALLSW;AB,DG,DN,FJ,PY
AALLSY;CR,CU,DI,ER,HW,LT,PW,RT
AALLTT;EI
AALLVV;AA
AALMMM;IL
AALMMS;ER
AALMNP;CE,DE,DI,ET,IO,TY
AALMNU;BG,BT,LY,OR,TT,TU
AALMNW;EH,ES,OY
AALMNY;BD,BE,CC,ES,IL,IR,LT,LU,PT
AALMOR;AM,BL,BN,CI,FV,HP,IN,IR,NU,PP
AALMOS;AB,CH,DE,DR,EU,GG,HO,OS,PX
AALMOT;BI,CI,CU,GI,IP,XY
AALMPR;ET,EX,HO,IT,LU,OP
AALMPS;AT,ET,KU,OX,PU,RY,TY
AALMRS;CE,CI,DI,DL,DO,EM,EW,EY,II,IL,IM,IT,PY
AALMRU;DE,IN,KY,LP,NO
AALMST;AG,AP,DI,FI,IN,IR,LN,LS,TU
AALMSU;BE,EO,KP,KY,PP,QU,TT
AALMSV;AI,IN
AALMSW;EN,ER
AALMTY;CI,EP,LN,NP,OX
AALNNS;AH,AT,CM,DM,GH,NO,OT
AALNNU;BI,ET,FI,LY,PU,TU
AALNOT;BE,CN,CT,DS,EM,EN,FN,FT,GG,LS,LY,MR,NP,NS,PR,PS
AALNOX;EM,IM,IT
AALNOZ;EH
AALNPR;AI,CO,DI,DK,DO
AALNPT;BD,MY,NO,WX
AALNRT;BI,CE,EG,EH,EM,ES,EX,FG,IO,LY,MO,RY
AALNRU;MO,OV
AALNRW;DD,EP
AALNRX;ET
AALNSS;AG,BU,CM,GM,GP,MO
AALNST;AN,BL,DF,DO,LM,LO,NO
AALNSU;BS,EP,KO,PU
AALNSY;CP,DR
AALNTT;CI,CO,DI,FO,IT,IY,NY
AALOPT;EH,GI,HL,IM,IN,NN,NR
AALOPY;GL,GR
AALORT;DU,EE,EY,IN,NP,PP,UV,VY
AALOSS;BK,CD,CI,EN,GH,GI,GL,IR,MN,MO,PR,RT,RU,TT
AALOVW;BE,BY
AALPPS;CH,IM,IT,OT
AALPPU;
AALPRR;HT,II
AALPRY;DE,EW,EZ,GO
AALPSS;AI,BY,DH,GN,HT,IN,IT,NT,OR,TU
AALPST;AC,AL,AM,AR,BL,CC,CF,CR,CY,FF,FL,LR,MY,RY
AALPSU;EN,KM,NR,NU
AALPSY;BE,BS,CN,CT,DY,EW,HI,LW,MT
AALPSZ;CI,OZ
AALQST;BI
AALQWW;
AALRST;AP,LP
AALRSU;CC,CE,CP,CV,EI,GU,IQ
AALRSV;CE,CU,EG,EI,EP,GK,IO,IR,IT,IY,SY
AALRSW;BD,EF,EM,IY,TT
AALRSY;AR,BI,CL,DE,DH,DN,EL,EM,EN,GG,IV,IW,SV
AALRSZ;AC,CO,ET,II
AALRVV;LU
AALSSS;KU,TU
AALSST;CT,DI,HP,IP,IY,LM,OT
AALSSV;EG,EH,EN,RY
AALSTT;BU,FI,GI,IP,IT,MU
AALSUX;BI
AALSWY;BE,EI,EN,EP,FT,HL,IR,JK,KW,LP
AALTUV;OR
AALWYY;EL,ER
AAMMMS;ER,TU
AAMMNS;DU,EU,IO,KR,PR
AAMMNT;
AAMMOO;KK
AAMMRR;JO
AAMMRT;
AAMMUZ;
AAMNNN;GI
AAMNNS;BK,CL,GG,GR,HU,IK,IO,OR,OY,RT
AAMNNU;
AAMNNV;
AAMNOO;BN,CR,IZ
AAMNOR;AP,BL,FI,GN,IL,IW,LU
AAMNOZ;ET,GP,IO
AAMNPS;CK,GI,GR,HI,MR,RY
AAMNPT;
AAMNRT;BU,CK
AAMNRW;ET,IO
AAMNSS;CL,DI,DL,DR,EI,EL,ET,FT,GI,GL,GO,GW,IL,IO,IT,LO
AAMNST;CK,CL,GO,GY,LL
AAMNSX;HT
AAMNSZ;
AAMNTU;BL,BR,GR,IP,LT,LU
AAMNTV;
AAMNTX;EU
AAMOPR;AN,DX,EI,FR,LP,RU
AAMORS;AT,BI,BU,DI,DL,DT,IK,JR,JT,KU,RZ,SU,TT
AAMOSS;BU,CR,EF,GN,GR,IN,KU,LN,LO,OR,RU,RV
AAMOST;AC,AR,BN,CR,DR,EM,EY,GN,HN,IN,JR,KK
AAMPPS;AD,AU,DO,DU,EN,ES,IL,LU
AAMPRS;AM,AT,CE,CI,EE,EI,EN,ET,IT,IU,LY,MN,NT,NY,RT
AAMPSU;AP,DP,IR,KL,LP
AAMQSU;DO,IL,LU,NW
AAMRRS;AZ,BE,CO,CT,DY,EK,JO,NO,OZ,PT
AAMRSU;AC,BO,CN,EF,EN
AAMRSW;AH,DI,DN,EG,EL,HI,KY,TY
AAMRTU;GN
AAMSSS;AR,CR,IY,RT,TU
AAMSTU;EQ,HL,MM
AAMSTZ;DI
AAMTTU;AR,EP,ER
AANNNO;GP,IV,LV
AANNNS;DI,ET
AANNPS;EG
AANNRU;
AANNST;AL,AM,AT,BO,CI,FI,GT,IL,IO,IS,KU,LO,MR,OS,OT,RY
AANNSU;DP,ET,FI,GI,HM,KT
AANNTT;GS,IK,LY
AANNYZ;
AANOQY;
AANORT;CI,EI,EU,GP,GR,GU,IL,LP,PY,RR
AANOST;DL,HM,LL,LN,LP
AANOTT;CL,CY,FL,IM,IX
AANPPS;EM,ER
AANPRS;BE,CE,CH,EH,EL,EM,EP,HO,MM,MY
AANPRT;AV,EE,EI,EK,EP,EY,FP,GO,IW,IZ,OY
AANPRU;AG,GI
AANPRY;ET,GH,GI,IP,OT
AANPSS;BD,DO,GL
AANPSV;
AANQST;RU
AANQTU;AU,CI,EO,IT
AANRRS;BC,DI,EE,ES,ET,IO,IS,IZ,MO
AANRRT;GO,IM,LY,OR,TY
AANRRW;EI,FI
AANRRY;AM,EM,LT,TT,TW
AANRSS;AF,CI,CK,IR,IT,IU,IV,PT
AANRST;GV,LU,QU,RW
AANRSU;BD,CM,CT,DQ,EM,EO,EW,QT,TT,WY
AANRSV;AC,CE,CH,DE,ET,GT,HO
AANRSW;AA,AO,DM,DY,EG,EU,HI,UY
AANRTT;RY
AANRTU;BM,DG,GM,GO,GY,HI,IN,ST
AANRTY;CE,EP,GU,GZ,IW,LL,LR,OP,OT,RT,RW
AANRTZ;EJ,EV,GY
AANSSS;CE,CI,EV,GT,IS,IY,TT
AANSSU;AQ,BL,CH,GI,IR,LT
AANSTV;GR
AANSTZ;CI,CO,DE,EL
AANSYY;ER,KR
AANSZZ;II
AANTUV;CE,DE,DJ,EG
AANWYY;
AAOPST;CE,CI,CV,CY,DE,DR,DT,ET,EZ,HR,II,IR,IU
AAORRU;MP
AAORRV;CT,IL
AAORST;AM,DM,DP,FH,HP,IP,IV,JM
AAORTT;BG,BI,CU,EG,EM,EV,FH,GI
AAOSTW;WY
AAOTTV;ER
AAPPST;AR,EL,ER,ET,IL,IT,LO
AAPPSW;
AAPPSY;IJ
AAPPWW;
AAPRRS;DO,IK,MT,TT
AAPRRU;MO
AAPRST;AH,AL,AM,AP,CK,CL,DO,HO,HW,LL,LO,LU,MR,UU
AAPRTT;AM,EL
AAPSST;CW,HL,IL,LU
AAPSTT;AU,DN,DO,DU,EE,EI,EN,EO,EP,EW,HN,IL,IP
AAPSTW;HR,HY
AAPSWW;
AAPWXX;ES
AAPZZZ;ES
AAQRSU;DN,DT,EF,IL,IT,NT
AAQSTU;CI,DR,EM,FI,IR,IV,NR
AARRSS;AA,BO,BT,BU,GY,IN
AARRST;IM,MP,NW
AARRSY;AL,DI,DM,ER,IM
AARRTT;CI,HW,LY,NY
AARRUW;DG,GL
AARRWY;AC,DE,EF,NT
AARSST;BD,BK,BR,DD,GU,KU
AARSSU;BD,BE,BR,CE,EG,GO,GT,HO,IN,IO,KL,KT,LO,LT
AARSTT;AT,AU,BC,BE,CE,CT,DE,EE,EG,EU,GG,HW,UY
AARSTY;CW,MW,TU
AARSWW;
AASSST;AC,AI,AP,GN,LU,MU,NT,OP
AASSSY;ER,IM,IN
AASSTY;IL,LN,OP
AASTTU;AP,AR,BC,BL,BT,CE,DP,ER,IN,LN,NR,OY,RY
AASTZZ;EL
AATTUU;
ABBBEL;MO
ABBBLY;
ABBBSU;HY,OT
ABBCDE;AG,BO,KN
ABBCEI;GR,KT,LR,RR
ABBCIR;AN,AR,EG,EL,ER,GN,GO,IN,LY
ABBCOS;
ABBCOT;
ABBCRY;IL,LS
ABBCSY;IL,KU,LR
ABBDDE;EU
ABBDEG;AC
ABBDEI;DL,LN,NR,RR
ABBDEJ;ER
ABBDEL;EN,IN,MO,NO
ABBDEN;AS,CK,EL,IL,IR,LO,LS,RU
ABBDER;EE,EH,EJ,EY,IN,MO,NU,OX
ABBDES;AN
ABBDET;
ABBDEU;DE,MZ,NR
ABBDIJ;
ABBDRY;EE
ABBEEU;CR,DD,LT,QR
ABBEEW;
ABBEFR;
ABBEGL;
ABBEGR;
ABBEIR;BL,CL,CR,DN,DR,EN,LW,MU,RW
ABBEIS;HL,LM,LS
ABBEIY;KL
ABBEJL;
ABBEJR;DE,ER
ABBEKS;OT
ABBELR;AE,AY,FI
ABBELS;AL,AO,IM,IS,IT
ABBELU;CK,CL,ET,FF,IN,LL
ABBELW;
ABBENR;DI,DU,EI,EO,LU,OY
ABBEOR;AT,DD,DM,DX,EN,HT,MO,NY,TT,TW
ABBERR;EH,EJ,IT,IW,RY,YY
ABBERS;QU
ABBERT;ET,HO,OT,OW
ABBERY;AL,DE,NO,RR,RY
ABBESS;AI,CL,ES,HL,IL,IT,IW,LN,LR,NO,RT,RW
ABBESY;LU
ABBFLY;IL
ABBGHU;
ABBGMU;
ABBGOR;CI,DI
ABBGRY;
ABBHIJ;
ABBHJU;
ABBHOO;DE,DY
ABBHSY;BU
ABBIJL;GN
ABBIJS;
ABBILL;AE,AI,CI,EL,EO,FY,OT
ABBILO;DN,EL,EV
ABBIMS;EL,HI,NO
ABBINR;AC,CI,EE
ABBIRS;AU,DH,DL,UU
ABBIRT;AL,DH
ABBIST;AC,BT,GN,LO
ABBITW;
ABBKOS;ET,GO,IN,LU
ABBLOO;DM,EK,ET,FT
ABBLRU;LS
ABBLSU;AS,DR,KO,LR,LT,LY
ABBLSY;CI,CR,ER,EU,HI,LO,LU
ABBLWY;
ABBMOO;DL,NY
ABBMOX;ES
ABBNOO;KK,MY
ABBNOS;EG,ER,ES,HI,IK,IM,IR
ABBOOS;GK,GU,RU
ABBORS;AC,AL,DM,IN,MO,OU
ABBORT;AE,EH,ET,EW
ABBOST;BU,EK,IL
ABBOTY;
ABBRSU;AI,DL,EG,EL,EQ,HR,IU,LL,NU,OO
ABBRTU;
ABBSWY;
ABCCIO;CO,LT
ABCCIU;
ABCCLU;EF,LY
ABCCOS;HU,KW,OR,OT
ABCDEH;CO,IR,KO,LN,NR,OR,OS
ABCDEK;AT,BN,EF,HO,NN,NU
ABCDEL;AL,AN,BS,HN,HU,IR,MS,RU
ABCDER;DE,EH,EM,ER,HN
ABCDEU;EL,ET,KN,MN,NT
ABCDHO;CE,EK,KL
ABCDIR;NO
ABCDTU;DE,EE,EN,OR
ABCEEL;AF,AR,CP,HM,HN,HR,HW,IT,KY,OV,RR,RT
ABCEEM;DL,DX,HL,IN
ABCEES;AR,PW,RR,RT
ABCEFI;IT,KL,KR,NO
ABCEGO;AT,KL
ABCEGU;KM,NR
ABCEHL;AS,DE,DN,EM,EN,ER,ES,EW,NR,NS
ABCEHR;DE,DI,DO,EI,EL,ER,LO,OR,OU
ABCEHS;AL,AM,BU,KL,LN,LU
ABCEHT;BU,IT,MO,OO
ABCEHY;BO
ABCEIK;FL,FR,GV,KL,LN,LP,LR,WZ
ABCEIM;AN,EN,GN,RW,ST
ABCEIR;AT,BR,EH,FK,IT,MW,RT,TT,TY
ABCEIS;DP,LL,LM,LO,LT,MT,NT,OT,TT
ABCEJT;DE,LY
ABCEKR;FI,GO,GY,KU,OY
ABCEKT;AB,AD,NO
ABCELL;AD,AL,AP,AR,DE,GK,KO
ABCELM;AK,DE,EH,NY,TU
ABCELR;AE,AL,AN,AO,AP,AT,EH,ER,ET,HN,HO,OT,TT
ABCELS;AC,AH,AK,AN,HK,HN,HO,IK,IO,KN,KO,KS,OV
ABCELT;ER,JY,MU,NO,OO,OR,OU,RT,TU
ABCEMN;AI,DU,EI,GI,LY,OR
ABCEMR;IW,NO,OT
ABCEMW;IR
ABCEMX;DE
ABCENO;BK,DE,DL,FI,FL,IL,IO,KT,LT,UY
