AABB;AINRR,EIRRZ
HNSU;BMOOO,EEENQ,EEFIQ,EEINQ,EEIQZ,EIINQ
HNTU;CDOOW,GGIIQ
HOOP;AGRRY,BGLUY,DILPY,DLLPY,DPPUY,EGILL,GGILR,GILLY,GILOY,GILPY,GLLOY,IPRRY
HOOR;ABGLP,ACCCK,ACCKW,AEGLR,AGGLP,AGILO,BBBEJ,CGILO,CGILY,EEMMY,GGILP,GGLYY,ILLPW,IPPRY
HOOS;
HOOT;AAEMZ,AANNZ,AGLMU,CIMNO,EIMNX,GLMNN
HOPQ;AABEU
HOPS;
HOPT;AAANT,AAGUY,AGNUU
HOPU;AAGTY,ABOTY,AGNTU,AGRRY,AORTX,BGRTU,DOPPY,MOORT
HOPW;ABCEL,BCLNU,DEELR,EEINV,EENRU,EGRRT
HOPY;AAGTU,ABELR,ABGIR,ABILM,ABOTU,ADGLU,AEHTT,AETTU,AGLRX,AGORR,AGRRU,AOTTX,BCILO,BEELR,BGLOU,CEETT,CEGIT,CEILM,CEIMT,CFGIT,CGLOY,EGTYZ,EHLMM,GHILR,GILOO,HLMOY,MOORZ
HORS;
HORT;
HORU;
HOSS;
HOST;
HOSU;BBBOU,BMNOO,IIMNN
HOSW;
HOSY;
HOSZ;AACCK,AACGP,AACKK,AAELN,AEIPR,AFIRR,BEOOP,CEEMT,CETTU,EELMY,EELMZ,EIIMN,EILMZ,EILOP,EINRZ,EIRTW,EOPTY,GNNOO
HOTU;
HOTW;CIKNT,GGINN
HOWW;AARTY,ACDRT,DDIOO,DINRT,DNORT
HPRU;BGOTU,CCHOR,DENTU,DIIIM,DLOTY,EEPRY,EGGHI,EIIPT,ENNTY,MOOOT,OOOSZ
HPSU;
HPSY;AAAIT,AADGI,DIIIT
HPTU;ABOOY,ACLOY,AEOTY,AGNOU,ANOOY,BEOOT,BGORU,DENRU,DLORY,EIIPR,ENNRY
HPUW;BCLNO,EENOR
HRSU;
HRTU;EIIPP
HSSU;
HSTU;
HSWY;DINTU
IIKP;AELZZ,BGIRR,CCLLO,EELRV
IIKT;AAKLT,ABCCL,ADDMZ,AEKTW,AHIOR,AILWY,CNNOY,EENRT,FIRUW
IIKW;ABCIL,AILTY,CEHLT,DDKNY,FIRTU
IILP;AACCF,AAGHM,AAOZZ,ABHIO,ACGLR,AHOOZ,AIMRT,AMRRY,AMRTY,BCTUY,CHIPP,HMOYY,MMUUV
IILR;ACCHH,ACCHV,ACFIM,ACFSU,ACGMO,AEEQU,AEFQU,AGOTT,AHOSU,AHPSV,CCCTY,CCDHO,CCDNY,CCEHS,CCETY,CCFOO,CDEEF,CDEET,CDFOO,CDHOU,CEESS,CFMMO,CGHOR,CGOOV,COPSS,DEFUZ,DEHSS,DEIQU,DHLPS,DHNWW,EEFFS,EEFQU,EFIQU,FGLLT,FJLLT,FLMOV,FMOTU,FOSUV,GGHIW,HNOPZ,HOQSU,KMSTU,LMPSU,OTTTY
IILW;ABCIK,AIKTY,CDHLN,CEHKT,DHNRW,EGHTY,GGHIR
IIMN;DFGIW,DGIVW,LTTUU
IIMP;AAGHL,ACCOT,ACETT,ACETV,BELOU,CCLOT,CDNUY,CEEET,DEEQU,DEHOP,ELNOX,HLOYY,LLNOU,LMUUV,LNOTU
IIMR;BFFOR,BFLOR,BFLOY,BGLOO,BHOUZ,CFLMO,CFORR,EEOSZ,FLLOV,FLOTU,FMORT,FORTU,FORTV
IIMS;ACCQU,CCCLY,EEORZ,ILUVX,KKMUU,LLUUV,MOORR
IINS;AABHU,AABOS,AAHHN,BBGQU,BQRUU,JORUU
IINT;AGOZZ,EKOOT,GGOUV
IIPP;AGHOX
IIPT;ABGNZ,ACEMT,ACEMV,ACGNV,ACIZZ,ACOZZ,ACTVY,ADLLY,AEEHL,AILMR,BCLUY,BMORY,CEEEM,CEOOZ,DILMY,ELOQU,MORXY
IIRS;AABCL,AALUX,AAQTU,ACFLU,AGLLY,BNQUU,CORWW,EEQTU,EGTTT,EQRTU,FLOUV,FOTUY,GORUU,JNOUU,LOOPP,MMOOR,OORRR,OTTTU
IIST;AAACH,AACDD,AADSS,AAQRU,ADSUY,AEFSS,BBGOY,EFJSU,EQRRU,FILSY
IISW;AABHR,CEEEP,CORRW,DENPP,EEGGR,EMMST,EMNPS,ENPSS
IITT;AAKKL,ACCFY,ACCTY,ACLTY,AEKKW,AGHLL,AGLOR,CEPPY,CHLPY,DEEMN,DEIKN,DGRUY,DPRUY,EEGHH,EEHNN,EENNV,EFLMO,EFLRY,ELMOV,ENNNO,LORTY
IITZ;AAGGN,ABGNP,ACCER,ACLOR,ADDKM,ADDMQ,ADEGG,AGMNO,BCOOO,CCEIL,CCEIR,CDGOY,CEEOX,CEGHO,CEHMY,CEIMV,CEOOP,CEPRU,CHLNY,EEFLR,EEGLN,EEKNN,EENRW,EGGNO,EGIMN,EGNOP,EGNPP,GHMNY,GILNU,GINNU,HLLNO
IJKN;
IJKO;ELLOU
IJLL;EEEKW,EEKLY,EKOOU,FILRT
IJLT;ACGHK,FILLR,GNTUY,HILNO,IMOOU
IJMP;AHORS
IJMS;ACCKR,ACHKT,AIKOT,EEHNR
IJNN;GNORU,NORUY
IJNO;
IJNS;AESZZ,AGHRT,CEISU,EEHMR,EEILL,EELRT,EELUV,EEMMS,EESTT
IJNX;AABGN
IJOR;DGINY,MNOTW
IJOS;CDIUU
IJVY;
IJZZ;
IKKL;AAAHT,AAAMR,AAITT,ADEFR,AEHIK
IKKN;ACEFJ,ACHPT,BCILR,BHHIU
IKKR;AAKOW,ABCDO,BCILN
IKLL;ABCQU,ACDIP,ACEHK,AEEMT,AEEPT,AEEVV,AEKNP,AEKOO,AENNP,AENPT,AINOZ,CFNOT,EJOOU
IKLM;CHNRU
IKLN;
IKLO;AABCT,AACLT,BBGNN,CCEIR,CEHIR,CEHRT,CEIRU,EHRTZ,EILRT,ERTTU,LQRUW
IKLP;
IKLR;AAAKM,ACCPW,ANOPW,BCIKN,CHMNU
IKLS;
IKLT;CFLNO
IKMN;ACIRT
IKMO;CEEHN,DENNW,EGNNY
IKMR;BEOOT
IKMS;
IKNO;CHTTW
IKNP;AAGMM
IKNR;
IKNS;
IKNT;CFLLO,CINOY
IKNW;DDIKY
IKNY;AACMN,CINOT
IKOS;EEQUV
IKPP;CFOOR,ELPUY
IKPS;DFOOR,DHOOT,HOORT
IKRS;
IKRU;EELLM,ELMOT,ELOTT,FIITW,GNNOW
IKRY;HNNOW
IKSS;
IKST;
IKTU;FIIRW
ILLL;AABBI,AAMUX,ABEIR,ABERY,ACDOO,ACGIO,ACOUV,AEPPU,AERTY,AGOPY,AMTUW,APRUV,BEEGI,BEEKY,BEGIY,BHILY,CCGOY,CCIOU,CEENO,CEETU,CEMTU,CIITY,CNOUY,EEGNV,EEHMW,EEJKY,EGNTY,EIMMO,EOOPR,FGIRT,FIJRT,HMTUU,IMOTV
ILLM;CTTUU,HLTUU,ILOTV
ILLN;AAGOZ,ABDII,ABIRT,ADITU,ADRUY,AIITY,BCFHU,CDHIW,CDOOO,CIUVY,CKUUY,INNOO
ILLO;AAAGM,AABBO,AACCN,AACCP,AACKT,AACXY,AAGNZ,AAMPP,AAPTZ,AAPXY,ACCMY,ACCOP,ACINX,ACIPT,AMMRY,APTVY,ARUXY,CIIPT,DDDOP,ILMTV,INNNO,IOQUU
ILLP;AEEKT,AEETT,AEETX,AEETZ,AEOPT,AGLOY,AOTVY,CHITY,CIIOT,DDDOO,EEETZ,EEFTY,EGHOO,NOVYY
ILLR;AAARW,AACCU
ILLS;
ILLT;AAABV,AAADF,AABCI,AABCK,AACKO,AAOPZ,ACIOP,ADINU,AGNNP,AGNUU,CMTUU,EEEPZ,ILMOV
ILLV;CEHOR,CMOUU,EGHOT,NOPYY
ILLW;AAARR,ABCKR,CDHIN,DGNOR,GHNOO,GKORR
ILLY;EIMNR
ILLZ;BEEIN,EEEHN,EEEPT,EEOPW,EERTU
ILMN;BCDOW,BDNOO,CDHOO,DIIOX,DOOOP,OPXYY
ILMO;CCIPT,CIINT,CIIPT,CINTY,CTYYZ,DIINX,ILLTV
ILMP;CCIOT,DNOOO,OOORT
ILMS;
ILMT;BEEEN,CEENN,COORV,EEENX,OOOPR
ILMU;
ILMY;AALMX,AMMUX,GGOOZ
ILNN;BCOPU,BDMOO,BDOWW,GHMOT,GMPUU
ILNO;HHIRT,HIPRZ,HIRTT,ILNNO
ILNR;BBIIU,BCIKK,BFIIL,DHIWW,HIOPZ
ILNS;
ILNT;
ILNY;
ILOO;ACCHL,ACLQU,CDDHH,ILNNN,ILQUU
ILOP;HINRZ
ILOR;AKNPW
ILOS;
ILOT;BIQUY
ILOV;CLMUU,LNPYY
ILOY;AACLX,AALPX,ABMMV,ACCLM,AEELP,AEMMO,BIQTU,CCCEX,CCMTU,CCTTY,CLOOT,EEMTV
ILPR;BHMOO,BOOTU,CGIKN,CHOOT,DGHOT,GGHOO,GGINY,HINOZ,MOOOT,MOTTU
ILPS;
ILPU;
ILPY;AALOX,ADILT,BCITU,CDITU,EEFLT,EENSV,ELOSS,ELSSS,FILTU,ILOSS
ILRT;CCCIY,CGKNU,CGNUU,GGNNU,GMNUU
ILRV;
ILST;
ILSY;
ILTT;CCOYY,CLMUU,GMNUU,IORTY,LMOOU,OORRT
ILTU;
ILTW;ACEOY,ADDGN,AGGNN,AIIKY,CEHIK,DOOPU
ILWY;AIIKT,HINSS
IMMO;AADIT,ABCFR,ACGHO,ADDGT,AFMMR,BCLUU,CFILR,CGHMU,CGNNO,CPPRU,FIRRT,FMMRU,GHLNW
IMMY;AALLR,AALLX,AALMT,ABLTU,ACDEI,ACENN,ACGHN,AILLN,ALMUX,ARRTU,BCDIU,CDEEX,CEINN,GHNTU
IMNO;LPXYY
IMNS;
IMNT;ILTUU
IMNU;NNUUU
IMNX;ACNOO,ACOOT,COOTY,DIILO,LOPYY
IMNY;LOPXY
IMOO;AAGHP,AARRT,AHOPR,AHSTX,BCCCX,BCFRR,CCPRY,CHPTY,CTUYZ,DHOOS,DOOSV,EOSTZ,GHPSS,HHSST,HRTYZ,OSTTZ,PPSTY
IMOR;FMMMU,HOTYZ
IMOS;
IMOT;DIORY,DORRY
IMOX;DIILN,IPRTY,LNPYY
IMPP;AAHHT,AALLO,AEOOT
IMPR;
IMPS;
IMPU;ACCRT,CDINY,DHIIR,DIRTU
IMPW;NNOOT
IMQU;CEIKL,DEEIP,DEILU,DEINO,EENPT,ENORY
IMRS;
IMRT;BDIOY,DIOOY,DOORY
IMRU;EGLLO,FLOVV,FMMMO,GOPUY
IMRV;AAAGN,AACLU,AAINZ,ABCEE,ACEEW,ACEOW,AIOOT,ALNOU,ALOXY,ANNOU,AOOTT,CFORU,CLOOT,EEGOO,EFMOR,EIIPT,FILLO,FIORT,FLOUV
IMRY;AAMOR,AHNNO,AMRTU,BCENO,BCFMO,BDHIS,BDIOT,BEHRW,CDEMO,CHNOO,CMOOT,COSUV,DEEHH,DEFIW,DEITT,DEOOT,DHOUX,DIOOT,DIOSS,DOORT,FIINT,HOOTZ,IRTUV,OSUVX
IMSS;
IMST;
IMSU;
IMSV;DEHIN,DOOOO,GGIIN,GIIKN,GIILN,GIMNO,IILUX,ILLUU,ILNPU
IMSW;CIITT,DILLN,EELOV,EEORR,EFORR,EOORR,EORRW
IMTT;ACLMO,ACOOU,AHLPU,ALLOO,ALMOU,ALMUU,ALPRU,ALUUY,BGNOO,CILUY,CLLUU,DDEIW,DEIRY,EFILO,EILOV,ELLPU,GIIMN,GLNUU,ILNUU,LLOOU
IMTU;ABCEX,ABGIY,ACEGZ,ACOOT,BBIKZ,CEITV,CILTY,COOYZ
IMTX;ACHOO,ACNOO,CNOOY,IOQSU
IMTY;BIOPR,DOORR,EEPRR,EGPRU,IOPRX,IRRUV
IMXY;AALLM,AALLR,ABLOR,ADERT,AEHOP,ALMMU,ALORV,CDEEM,CEHOP,CNOOT,EEFLP,EERTT,IOPRT,LNOPY,ORSUV
IMZZ;
INNO;
INNS;AAHHI,AAIRT,ACCKK,ADHHK,AFFFF,BCGHU,BDDIY,BHKUU,BMUUU,CIIRT
INNW;
INOP;
INOR;
INOS;
INOT;
INOV;LLPYY
INOW;AABJT,AEKLM,CHKTT,EEFMR,JMORT
INOY;ADHNT,BETTW,DEMMU
INPR;
INPS;
INPT;
INPY;AAFFR,CDIMU
INQS;
INQU;
INRS;
INRT;IINRT
INRU;
INSS;CCIMY,IILLO,IIMMM
INST;
INSU;
INSV;BMRUU,CLMUU,ILMPU
INSW;
INSY;BDDIN,EMMSU
INSZ;
INTT;GLMUU,IINRR
INTU;
INTV;ACCII,ACGII,ACGIP,ACORU,AIIOT,CEGHK
INTW;DHORW,DOOPR,JMOOR
INTY;AACHO
INVY;AACRR,ACORR
INWY;ACLRS
INXY;CEOPR,DELMU,DIOPR,EESTT,LMOPY,LOOSU,LOPRY
IOPS;HHIIO
IOPT;
IOPV;ACEEL,ACLMU,EEHNW,EEQRU,LLNYY
IOPY;AALLX,ABCHR,ABCIR,ABGHR,AGLLL,CFGHT,CGHRT,GHLOO,GMRUU,IMRTX
IORS;
IORT;FHHTW
IORV;AABDU,AMNNU,CFMRU
IORZ;ACDHY,ACHPR,BHIMU,CCOOP,GIINN
IOSS;DEEEG,NNNTY
IOTT;AACMU,AAKNU,ABHHL,ACLMM,ACMOU,ACOUX,AFLNO,AHLRY,ALLMO,ALMMU,ANNWW,ANOQU,ANOUX,CHKNW,CNOXY,EKKKO,FHHRW,ILRTY,LLMOU
IOVV;ACILN,ACISU,BEINO,CDEIR,CEEOR,CEILR,CGINN,DEIRV,DELMU,FLMRU,ILSTZ
IPPR;ACLOT,CFKOO,CHORY,HOORY,OORTU
IPPS;FFLLO,LLLOO
IPPY;
IPQU;AALNN
IPRS;HIIVZ
IPRT;
IPRU;CMMOP,DEEJZ,DHIIM,GMOUY
IPSS;
IPST;
IPSV;HIIRZ,ILMNU
IPSW;ACDKN,CCIKK
IPSY;ABLLL,ABLLU
IPSZ;AAMNR,ACGIN,ACOOR,AHIRS,CCOOO,CDHOO,COOOR,DHOOR,HIIRV
IPTT;CHILY,ILMSS,ILSST
IPTU;ACCMR
IPTY;ABLMU,ADILL,DIILM,FILLU,LNQUU
IPXY;AALLO,ADLOR,CLORY,DINOR,ILORT,IMORT,LMNOY,LNORY
IQTU;
IQUZ;ACILZ,AERRT,AERTT,DEIIL
IRRT;AAAHN,AABFN,ABHKM,ABIMU,ABNTU,BDHIY,CCIUY,CDHIY,GNNUU
IRRY;ACNOV,BDHIT,CCITU,CDHIT,GLNPU,IMTUV
IRSS;
IRST;
IRTT;DIOPY,DIPUY,ILOTY
IRTW;ACMOT,ADMOU,BDNNU,DDFOO,DFOOU,DHNOW,FHHOT,FIIKU,JMNOO
IRTZ;AADEM,ABCEE,ACCEI,ADEEV,AEEKM,AEGNP,BBEEN,BEEEG,CCEII,CEEEL,CEEIN,CEIPU,EEEPX,EEINW,EELLU,EETUX
IRWY;CDHOP,DOOOV,EELLO,EFLLO,HKNNO
ISSS;AHMPP,DINOU,LLOPP
ISST;
ISSW;DFNRU
ISTT;EEEGX
ISTU;
ISTW;
ISTZ;
ISWY;AAEGV,ACERU,ADHNR,ADHTW,AERRV,ALLWW,BHOZZ,DHNTU,FHLLU
ISWZ;ILOTV
ISYZ;AEHRT,AEITV,BHOWZ,CEENO,CEGTY,CEILR,EEGNR,EENSS,EGLLO,EGMRU,EHILP,EINSS,ELOPR,ENNOT,ENOPS,GILNT,HLMOO,HLOOT
ITTW;ACMOR,ANNOW,BHORR,FHHOR
ITVY;ABIIL,ABORR,IMRRU
ITZZ;EMNOT
IVYZ;AEIST
IZZZ;
JJUU;
JKNU;ADIIR,AGORR
JKOO;
JKOU;AGNRR,CEOTY,EILLO
JKOY;
JKUU;
JLLO;
JLOS;AABMN,AACIM,GHINY,GMNPU
JLOT;AACRU,ACORU,CEEGK,EGGUU,EILMN,HIILN,IIMOU
JLOW;ABEKU
JMOO;ADMOR
JMPU;
JNXY;
JORS;AAHPT,BHOTW,DELOO
JORU;ACDIT,ACDOT,EFLLY
JOSS;BEKOT
JOST;BHORW,CEEKT
JOSU;
JOSW;BEINR,BHORT
JOSY;GHILN,GILLN
JRUY;ACDII,EEIQT,EFLLO,EIIQT
JSTU;
KKNO;RRTUW
KKOO;BCLRW,CCEHH,CCENR,CCLRW,CDNNW,CDNOR,EPRRW
KKUU;
KLNU;DEELN
KLOO;CCDMU,EEMTU
KLOP;
KLOS;
KLOU;ACDRT,BCCER,CCEHH,CDEIL,CEIIR,DEEIM,DEGHI,DEGIR,EEMOT,EHIMT,EIJLO,EIMRT,EIRTT,HMMRZ,ILQRW
KLOV;ABEER,ABERY,AEEMR,AEIPR,EIIRY
KLOY;AHLMW,ALMMW,AMNRW
KLPU;
KLRU;ACDOT,CCDOY,EEFFF,EEILM,EFFFU,EIMOT,EIOTT,HMMOZ,ILOQW
KLSU;
KMNO;ABCRY,ACDNO,ACEHR,ACKPY,ADINW,AEEIT,AEILW,AENRT,AEOQU,AEORR,AGLOY,CEEHI,CEEHR,CERTU,DEINW,DEJRU,EEGIL,EEILL
KMOO;ACHLN,ADFLR,AENQU,AENRR,AERRV,AGLNY,ANRWW,BEILR,BEIRT,CEHLN,EELTU,EFLNW,ELTUY,ENRWW
KMOS;DFMPU,PRTUW
KMRU;BEEIL,CDPTU,EEILL,EILOT,HLMOZ
KMSU;DFMOP
KNOO;ACHLM,AEMQU,CEHLM,EFLMW
KNOP;EMOTY,EMOXY
KNOR;
KNOS;
KNOT;CFILL,CHITW,CIINY
KNOW;AAHLT,ADRRW,CHITT,CORRW
KNOZ;AEIIL,AIILL,CDGII
KNPU;BCGOR
KNRU;
KNSU;
KNTU;
KOOP;CCPPY,CDIRW,CFIPR,EEERZ,EHINR,GRRUW
KOOR;EEEPZ,GPRUW
KOOS;
KOOT;ABBCL,ABCHM,CEJUY,EELMU,EHIOT,EIINT,EIKKT,ELMUY,EMNPY
KOPR;ACHTW,CDIOW,CFHIT,CFIOP
KOPS;
KOPU;BCGNR
KOPY;
KORS;
KORU;CEIIL,CEILT,CEIQV,EILMT,EILTT,HLMMZ,ILLQW
KORW;CDIOP,CNORW,ILLQU
KORY;AAGMR,AAGMY,HINNW
KOSS;
KOSU;CEHOO,EEIQV
KOSW;BEIOV,DEEEP,DEMOO,DILMO,EEIPS
KOSY;
KOTU;CEELY,CEJOY,EELMO,EHILM,EILMR,EILRT,ELMOY
KOUY;
KOUZ;HLMMR
KPUU;CDELN,CDMRT
KPUY;
KRSU;
KRSY;
KRTU;EHILT,EILMO,EILOT,FIIIW
KRUU;BCEHM,BDEEN,BEEFL,BEILN,BMOOZ,CDENT,CDMPT,CEILN,EFFFL
KSST;
KSSU;
KSTU;
KSUY;
KTUU;BBCEY,BCEFL,CDMPR
KUUZ;BMOOR
KUYY;
LLLO;ABCKP,ACDIO,ACEGI,ACEMU,ACGII,ACIUV,ADFOW,BCCEK,BDFOU,CCIIU,CEEIN,EIIMM,IIMTV,IIPUV
LLLU;AACEV,AAIMX,ABEEQ,ABFFF,ACDIY,ACEMO,ACIOV,ADGHI,AEIPP,AEPTU,AIKMW,AIMTW,AIPRV,BDFOO,CCIIO,CEIMT,CINOY,HIMTU
LLMO;CDEEP,DEEMP,IILTV
LLMU;CITTU,DFINY,DFOOY,HILTU
LLNO;CDIOO,CGHOT,DEHHU,EEFMW,FORRY,IINNO
LLNU;BCFHI,CIIVY,CIKUY,EEEFR,EEINP,EENRT,EFGHT,EFIIR,EFIPT,EOPTY,IOOPT
LLOP;AAIMP,AAITZ,AEHHI,AEIPT,CIIIT,EFIMU
LLOR;CIMUY,FIIMV,FNORY,IKQUW
LLOT;BHOOT,CGHNO,CIIIP,IILMV
LLOZ;ABEGI,AESUY,CCEEO,EEIPW,EGISY
LLPU;ANOTT
LLUU;ABRTY,ACCII,CFOOR,CIKNY,CIMOV,CIMTT,DFITY,EIMRT,FHRTY,HILMT,IIOOQ
LLUW;ABCHK,ABDDY,AILMT,DNORY
LLUZ;ABCSZ,AEOSY,DEPYZ,EEIRT,EFSTY
LMOO;
LMOS;
LMOT;CCIIP,CHIIR,CIIIN,CIIIP,HIILN,IILLV
LMOY;
LMPU;
LMRU;DGIIT,DGITU,FIOVV,HKMOZ
LMSU;
LMSY;
LNOO;IILNN
LNOR;CTUUY,HHIIT,HIIPZ,HIITT,IPXYY
LNOU;AAIPW,APPRU
LNOW;
LNOY;CRTUU
LNRU;BBIII,CCHIY,CFOOR,CHMOO,CNOOO
LNSU;
LNTU;AAHMN,AANOV,AMNOU,FGHOR,FHRUU,GHOYY
LNUV;AANOT,ABMOY,AMOOR,AORTY,DGGII
LNUY;BCOOS,BILOS,CDHIS,CERRT,CIILV,CILLO,CMOOS,COOSU,ELOPT,ELSSS,EOORS,EOSTU,FIMOR,FISSU,HIRST,HISST,IISST,IMOOS,IOOSX,IOSSU,MOOPT
LNXY;DEIMU,EHOOP,IMOPY,IOOSU,IOPRY,MNOOO
LOOP;DHNOT
LOOR;AKSTT,ATUVY,STUUY
LOOS;
LOOT;ABBDH,ABJLY,AHPPY,ARUVY,BGHOP,DFFRY,DHNOP,DNRUY,EEGLY
LOOW;ACRRT,BCHRT
LOPP;AAILM,HHIOT
LOPS;
LOPT;BGHOO,DHNOO
LOPU;
LOPW;ABCEH
LOPY;ADGHU
LORT;BCHOW,CDHOP,CHMOT,FGHNU,GHHUY
LORU;HKMMZ
LORY;BEEKO
LOSS;
LOST;
LOSU;
LOSV;
LOSW;
LOSY;
LOSZ;BEIIM,BEIMY,DEEIM,DEIMP,EEHMY,EEIMP,EEIVW,EFIIS,EPRYY,FGINO,GINNO,GIOOT,HIMOY,IITVV,IITVW,IMSYY
LOTT;FGHIP,HIINR,IMPRU
LOTU;AANNV
LOTV;
LOTW;ADINR,CDNOU,DIOPU
LOWY;
LPPU;
LPRU;ADQUY,GHITY
LPSU;
LPUU;ADQRY,AELLT,AEPRR,AFINN,ANOPR,DIMNU,EFHLN,EFHNO,IIMMV
LPUY;BCIIT,EIKTT
LRSU;
LRUY;AAIIX,ADPQU
LSTU;
LSUU;BDDEY,BDENN,BDIOY,BRTTW,CCERY,CFINU,CGIMN,CIMNV,DEGOO,DEOOR,DFIIN,DIIMV,DIKRU,EGHOY,EOQRU,IORUX
LSUV;BIIOO,BIOOY,CIIOY,CIOSY,DIIMU,FIIOR,FIOOR,GHIOY,IIIMX,IIIOX,ORTUU
LTUZ;AACEI,AEIMU,EEILR,GIIIN
LUUZ;AEIMT,BEFMZ
MMMU;CGHIO,FIMOR
MMOS;BILSY,DOORT,HIILL,KKOOO
MMPU;AEHNY,CIOPR,IILUV
MMSU;IIIRV
MMUU;ABINR,BCILO,BEILN,EILNN,GGINN,IILPV
MNOO;AEKQU,EEHTT,EHHOP
MNOR;CPTYY
MNOS;
MNOU;AEKOQ,CEOOQ
MNOW;BCDIL,CDRSU,DORRU,HIRST,OOPRS
MNOY;CIPRU,ILPXY
MNSU;CCHKU
MNTU;
MOOP;BGLUY,DILPY,GLNUY
MOOR;ADJMO
MOOS;
MOOT;AAEHZ,ACHIX,BBHOP,CIUYZ
MOOV;
MOOZ;AEEGT,CEEIN,CGILY,CITUY,EINNT,GGILY
MOPP;AAHHO,AAHRR,AAILL,CIMRU
MOPR;
MOPS;AALLL,AALLS,AASSV,IILSS
MOPU;
MOPY;ACGRT,BGLOU,BIIRT,GIRUU,GLNOU,IIRTX
MORS;
MORT;BDIIY,CCHII,CGIIN,CHIIL
MORU;
MORW;FIRTU,IJNOT
MOSS;
MOST;
MOSU;
MOSV;AACDU,AAPSS,ADILL,AIRRU,GIIMN,IRUXY
MOSW;
MOSY;
MOTT;AIIIN
MOTU;CIOYZ
MOUV;AACDS,ACDOS,ACILP,CFIRR,CILLU,CIMOS,FILRV,IRSXY
MOXY;AEHIP,BCCOR,CEHIP,CINOT,DLOOR,HLOPP,IIPRT,ILNPY,LNNOO
MOZZ;
MPPU;CIMOR,IMORT
MPRU;DHIII
MPSU;
MPTU;IILNO,ILNOU
MPTY;AACHL,ACCLO,ACHIL,ACHIO,AILLO,BIIOR,CHIOO,CIIIL,CLOOO,CNORY,DIIIL,IIORX
MPUY;
MRRU;
MRSU;
MRTU;
MSSU;
MSTU;
MSUU;AADEG,AEIQT,BINNU,DIILV,EEIQT,ELLLV,ELNZZ
MSUV;AACDO,ACDOO,BINRU,IIILX,IIIMR,IILLU,IILNP,ILRTU,IORXY
MSUW;BELOR,BGORR,CKMOR,DEOOO,DLNOO,KOPRT
MSUY;DEINR,EGINR,EGIRZ
MTTU;ABCHK,ACIOO,AHILP,AILPR,CIILY,EGHHO,EILLP,ILLOO,ILOPR
MUZZ;
NNOO;AAHTZ,AARTT,AHNTY,AHRTU,BDDUW,CDKKW,CGTTU,EEMTU,LMOXY
NNOU;AGPPT,CCHHR,CGOTT,CLOOR,EEMOT
NNOW;AABDG,ABDHL,ABDMO,ADSSW,CELOS
NNSU;DGIIJ,GGHII,GHIIW
NNWY;AACCH,ALMOU,CGIIL,DGIIL,GIIKL,GIILN,GIILT,GIKLO
NOOP;DEOTW,DILOZ,EKMXY
NOOR;
NOOS;
NOOT;AAHNZ,EEHMT,EHTTT,GHLMN
NOOW;ABEGM,ABEIP,AIMNR,AKMRW,BBEGG,BDDNU,BDDRU,CDKKN,DDORU,DFIPR,DIPRT,DMRRU,EIMNR,EKMRW
NOOZ;AAHNT,AAPVZ,ADHRY,AOPRT,DHORY,OOPRT
NOPR;
NOPS;
NOPT;
NOPU;AAILW,BCILN,IILLM
NOPW;EEHRU
NOPY;
NORS;
NORT;
NORU;FGIRW
NORW;IJMOT
NORZ;AAILZ,ADMOS,AOOPS,AOOPT,DHOOY,GIIIN,GIIRZ,HIILP,OOOPS,OOOPT
NOSS;CNOOU,IIILL
NOST;
NOSU;
NOSW;
NOSY;
NOTT;CCRSU,CHIKW,EEHMO,EHOTT,GSSUU,HMORS,HOPRY
NOTU;BEEIN
NOTW;AABIJ,AAHKL,AARRR,AELRV,CHIKT,DIOPR,KKRRU
NOTY;DIRTU
NOWY;EFILL
NOXY;AAHTT,AHLTX,AHLTZ,CDEOO,CEIPR,DIIPR,ILMPY,ILOSU,ILPRY,LMNOO
NPSU;
NPSW;EEINY,EEIRS,EEISS,EIIMS,EIISS
NPTU;
NPUY;CDIIM,FGIIR
NRRU;AAGOT,ADOPW,AHOOY,ANTTU,CFLOO,CIOPT,COPTU,DIOPT,DMOOW,IIOPT
NRSU;
NRTU;
NSSU;ADMPP,FLLOY,OOOPP
NSTU;
NSWY;HIILS
NTUY;
NUXY;ACELT,DEILM,ILOOS
OOPP;BINRU,CEHNT,CFIKR,EHNOT,HHILT
OOPR;EEEKZ,GKRUW
OOPS;
OOPT;
OOPY;ACCHN,AHTTX,DEKMN,EKMNX,HHMNO,HMNNO
OORS;IIRRR
OORT;
OORZ;CEEHM,DHNOY,EEEKP
OOST;
OOSW;BKKOR,BKMOR,CCCKR
OOSY;ACLRW,AINNX,CDRRU,CILNS,CRRWW,DLORU,HMMRU,ILLQU
OOSZ;ALPTY,GILOT
OOTT;ACIUX,AEFIN,CCIXY,EIKKK
OOTW;ADINS,DEENS,DEESW,DEOSV,DILPU,EFLNS,EIPSS
OOTY;CCGIL,CILLO,DGILT,EEGLL,EGLMY,EKLMU
OOTZ;AAEHM,AAHNN,ACHIN,ACINP,AEEGM,BCIIO,CEIIP,GILOS,IMNOS,IMOST
OOUZ;AAGLN,ABNRT,CEILR,CIMTY
OOYZ;HMOPR
OPPR;CFIKO,CIMMU,HHMOY,HIORY
OPPS;
OPQU;
OPRS;
OPRT;
OPRU;
OPRW;CDIKO,DFINO,DINOT
OPRY;
