AABB;AILT,CINR,CIRR,ELNN,MMOZ
EHLL;AABE,AABJ,AADW,ABDN,ABEP,ABKW,ADRW,AEEK,AEKU,AGIM,BENT,CEIN,CEIV,EFWY,EIKT,EINP,FIIT
EHLM;CDIR,CIIT,EIKP,HINT,IKNY
EHLO;BEOR,BGNU,EEKN,EGGR,FKNU,GGRU,GKNU,GOOR,GPRU
EHLP;BGII,EEMT,EIKM,EILN,IKMU,IKOO,IOOZ,LOOO
EHLR;BEIK,BEOO,BIMW,CCIN,DEIK,EGGO,FFIW,FOVY,GGOU,GOOO,GOOY,GOPU,GOPY,OOVY
EHLU;DNTY,FKNO,FNOY,INOR,NNOP
EHLY;DDIN,IKMN
EHMO;BOOX
EHMP;AANT,ACKU,AEGO,AIIO,AKOW,CIIO,CIIT,CINT,DEEW,EMOR,GIIP,IKLU,ITTU,OORT
EHMR;
EHMS;
EHMT;
EHMV;CORU,DIIN
EHNO;IIMN,IIMZ
EHNR;AAAB,AAEM,AALW,ANPU,CCEL,CEQU,EEVW
EHNS;GLPU
EHNT;
EHNW;AALM,AALR,MOOT,OORT
EHNY;
EHOP;AEGM,AEHO,AIIM,AKMW,EELW,IKLO,ILLY,ILOZ,ILXY
EHOR;ABRR,AQUU,BELO,GLOO,GLOY
EHOS;
EHOT;ABFO,BKTU,EOTY
EHOV;
EHOW;AKMP,DENY
EHPS;BIKU,IIIX,IKNU
EHPT;AAAU,ALMP,BIRR,CEIN,CIIM,CILY,CIMN,EENN,EGIN,EIPY,FGIR,ILLY,IMTU
EHPW;ACIT,AKMO,INOS,IOTT
EHPY;CHOT,CKNU,CKTU,EGOT,EIPT
EHRS;
EHRT;
EHRU;ENOO,ILNO,INPP,NOOR
EHRY;DGLO,FLOV,GLOO,ILLT,ILTT,LOOV
EHSS;LMNY
EHST;
EHSU;EIPU,INNS,INSW,IPQY,ISVW
EHSW;FFII
EHSY;
EHTT;BKOU,COUZ
EHTW;
EHTY;DNRU,EGOP,EIPP,EIRV,GNOO
EHWW;BEEL,DIRT
EHWY;AAER,AENR,DENO
EIJV;CEET
EIKK;AAMZ,AELL,AELR,AELW,AHLW,ALLW,AMNO,CCLO,CELO,FLLO,FLOR,FLOT,GNRT,ILLM,ILLT
EIKL;BLOT,EFIW
EIKM;AAKZ,ARUZ,COPT,EOOV,EOTX,ORTW
EIKN;EETX
EIKP;AFLL,HLMU,LLMU,LMPU
EIKR;AMUZ
EIKS;
EIKT;BBIY,BLLO,BLMO,BNNO,EENX,EMOX,FKLO,FLLO,FLOO
EIKV;ABCG,ACMR,ACRR,BOOW
EIKY;AFFH,BBIT,EFFH
EILM;
EILN;
EILP;BHNY,HLTY
EILR;
EILS;
EILT;
EILU;AALL,BBLL,DDDN,FLLN
EILV;CIIZ,LLPU
EILW;BGNU,EFIK,EGJN,FGNX
EILX;DINY,GLNU,KLNY
EIMM;CEPY,CLUY,EINP,EITT,IINZ,INNT
EIMN;
EIMR;
EIMS;
EIMT;AELZ,BBMO,EEGV,EIMT,EOTT
EINN;CEEM,CEMY,CHMW,EFKM,GNOZ
EINO;AQTU,CCOZ,GNNZ
EINP;AAFU,AAJZ
EINR;
EINS;
EINT;BBBO
EINV;
EINW;
EINX;KLLY
EINZ;CCOO,CLOO,FLRY,GNNO,LOTY
EIOU;AABD,AABT,ABHP,ACDS,AHNP,ANQT,BDSX,BEQS,BJMZ,BQTU,CCDP,CDIS,CEHS,CENP,CMMN,CNNN,CNNT,CNTX,DDMP,DGTU,DJNN,DMNN,DNNN,DNOS,DNPS,EGPS,EKQV,FFNS,GGNV,GHPS,GSUX,HPPS,INNS,INNZ,MNNY,MNPP
EIOW;
EIPP;AEOO,BLOW,CEFN
EIPR;
EIPS;
EIPT;
EIPW;ABEL,AEGV,BLOP,EHLN,GHLN,HIKL
EIPY;CEEE,FRRU
EIPZ;AAJN,AALP,AHNN,AINT,ALTY
EIRS;
EIRT;
EIRU;ELLM,GHRY
EIRV;
EIRW;AEFK,AFKU,EEHZ,HIMM
EISS;AGGO
EIST;
EISV;
EISW;ABKY
EISZ;
EITT;CCEU,CDEI,CEMS,DIMM,EGSV,EIMM,EQSU,IQSU
EITU;AABO,AMTV,FGIV,GIXY
EITV;DFIO,DILU,FGIU,IOTT
EITW;EELV
EITX;DFOY,DORT,EHRR,EORR,GIUY,HIRR
EITY;ABCR,ABEN,AHMU,AHRZ,BBEM,BCHR,FLLU,HORU,RTTW
EITZ;AAPR,AART,ACIT,ACIV,ADHI,AELM,AELR,AIPR,AIRV,ALLU,ALPY,ALRX,CEHI,DEPU,DGII,EENR,EFRT,EGNW,ERTT,GILR,IPRY,KLRU,RTUW
EIVV;AITT,BGNY,CEIN,DFII,EEGT,EENT,ELLN
EIVW;BKOO
EJKO;ABLU,CETT
EJKR;EEKN
EJKU;ABCL,ABLO,EILT
EJLL;EERW
EJLO;ABIN,AGNR
EJNO;AABZ,AALP,ABIL,ACNO
EJOS;AAPR,ADPR,AIRT,AIRV,CEIR,EGRU,ITTT
EJOY;ACLR
EJPU;DEGR
EJRU;CNTU,DEEN
EJSS;AARV,AARW,IKNO,IMNP
EJST;GGII,INTW,IOTT
EJSW;AARS,ABNO,ABOX,ADGI,AHLO,AILN,ILOT,INTT
EJTU;AACL,CNRU,DGMN,IJNY,INOR
EJUV;MOPR
EJUX;
EKKS;DSTT,LOOY,LOOZ
EKLL;AABT,AABW,AAIZ,ABCG,ABHW,ACEI,ACFI,ACIM,AEEH,AEHR,AEHU,AEIK,AFIL,AFIP,AFIX,AFOT,AGOT,AHIO,AHIT,AIMP,BCIU,BEIO,BEIT,BIOT,CITU,EHIT,EIMO,EITU,FFIO,FGIU,FIKO,FIOT,FOOR,IMOO,IMPU,IOOP
EKLO;ADNX,ADRW,AHIL,APRW,ARVW,EEHN,EGNW,EILM,EILV,EIMP,EINV,EIPP,EIPR,FRUW,GGIN,GIIL,IILN,IINR,ILRV,IMRV,IMRW,IPRW
EKLP;AABC,ACHR,ADTU,AFIL,AIKR,AIRT,AORW,HIMU,ILMU,IMPU,IORW
EKLS;BBNU,BBUU
EKLT;
EKLU;ABJO,AEHL,AEIM,AIQY,AMRY,BBOO,BHIS,DOOP,EIJT,EILT,ENNN,EOSS,HIKS,HIMP,HSTY,IIST,IKST,ILMP,ILOS,IMPP,IRTZ,SSST
EKLW;CDIY,CFRU,FIOR,FORU,IMOR,IOPR
EKLY;BEGU
EKMO;AERV,AFIL,AHPW,AIKN,AKNO,CIPT,DEIL,DINO,EERV,EHIL,EILL,EILP,EIOV,EITX,ENOR,FLOT,HILT,HORW,ILLO,ILNO,ILRV,ILRW,INNO,IRTW
EKMP;AACR,AAMR,AHOW,ARRV,HILU,ILLU,ILPU
EKMR;ENOO,HOOW,IOTW,OOPR
EKNO;
EKNP;CEEN,CELU,OORW
EKNR;
EKNS;
EKNT;
EKNU;EKNU,ELNN
EKNW;CCER,DESS,ESSS,IINS
EKNY;BIRR,CIOT,HILM,ILLU,ILLX
EKOP;
EKOR;
EKOS;AEKO
EKOT;CEJT,EIMX
EKOW;BIOV,DEEP,LOPS
EKOY;AEMT,CINT
EKPR;AAMM
EKPS;
EKPT;AEIS,AENS,AILR,AIRS,AISW,ALNR,ALRS,EIRS,EISS,IISS
EKPU;HILM,ILLM,ILMP
EKPY;
EKRS;
EKRT;
EKRY;AALM,ALMU
EKRZ;AIMU,BIIT,ILTU
EKST;
EKSU;EELL,ELLU,ELOS,HIKL,HILT,IILT,IKLT,ILLO,ISTT,LSST,OORU
EKSW;BORW,CDGU,COOP,DORY,GGHI,IINN,MOOR
EKSY;
EKSZ;AEEM,ALOV,BIIT,HLOO,KLOO
EKTY;AEMO,BBII
EKUY;AILQ,ALMR,BEGL,ILLN
ELLM;AACR,AAGM,AFMU,AGLU,AHOP,ANOZ,BORT,HOPY
ELLP;BLLU,BOTY,CEIL,CHIR,EEEX,EERR,EERX,EIMR,EIZZ,ELLM,GHOU,GOOY,HIMO,HIOY,HITY,HMOY,HOOO,IKOO,IOTY
ELLS;
ELLT;ANOO,BHOO,EHIK
ELLV;AABU,BGIO,BIOR,FIOR,FORU,ILPU,OORR,OPRU
ELLW;AABK,ABHK,BCRU,BETU,EEJR,EHLO,HOOR
ELLY;CIMO,CIOR,EEEV,HIMO,HIOP,HMOP
ELMO;EEPP
ELMR;
ELMS;
ELMT;CHII,CIIN,EGNU,EIIN,HHIN,IIKN,IINN,IINT
ELMU;
ELMW;AFGO,AFOR,AKRU,AMOR,BORU,DNOT,EOTV,IKOR
ELMY;
ELNO;
ELNS;
ELNT;EEHV,EEHY
ELNU;EELQ,EFLL,EJJY,EKNN,FILL
ELNY;CCEM,CERT,EERT,EJJU,EMTU,GHRU,PRUU
ELOO;ACHL,AFGR,AGPU,ANNP,ANNX,CEVV,CGLU,CKLV,CLQU,ERVV,FGVX,FLLW,FMNU,FRUV,GHOR,GNNR,HLOP,LNRV,LRRV,NNNV
ELOP;HLOO
ELOR;
ELOS;
ELOT;
ELOV;
ELOW;
ELPR;
ELPS;
ELPT;HILY
ELPU;BLLL
ELPW;AABN,ABEI,ABLO,ANOT,BIOP
ELPX;AAMR,AATU,COTU
ELPY;EETT
ELRU;
ELRY;GHOO,GOOO
ELSS;
ELST;
ELSU;EEKL,EKLU
ELSV;GSUU
ELSW;
ELSY;
ELSZ;MOYY
ELTT;DMUU
ELTU;
ELTW;AAFR
ELTY;GIOO
ELUX;AEIQ,EMMP,GILN,ILMV
ELUY;ALNR,ALNT,AOPQ,AOTZ,DOTV,EJJN,ENNV,LNOV
ELVY;CDRU,CELR,EEEL,EERS,EEST,ELST
ELWY;ACCY,AGGO
ELZZ;CDOR
EMMO;AALX,ABNO,ACET,ACLU,ACTY,AGNR,AORT,CELT,CNOY,PTTY
EMMS;
EMMY;CEIP,CILU,CNOO,ENNO,HINU,OPTT
EMNN;ACHH,ACHI,ACIK,AEHY,CEEI,CEHH,CEIY,CHIW,EEHT,EETT
EMNO;AKKO,BBCU
EMNT;ERSW,ESTV
EMNU;DDPU,DFII,DIIV,IOPP
EMOP;AEGH,AFGL,AHII,AHKW,CHII,EELP,EGLN,EIKL,EILZ,ENNW
EMOR;
EMOS;
EMOT;BBIM
EMOU;AATT,ABIR,AMMT,BBCN,BIJZ,CIMR,EQTT,GHPY,IMPR,INNY,INPP,IPRU,JPPR,NNNO
EMOV;
EMOW;AFGL,AHKP,CHIT,ELTV
EMOZ;ABLN,ABLO,ABRT,AENR,AILR,AINR,AINW,ALLN,ALLY,ALRT,ALTV,ALTY,ANOT,CENY,CIPR,EENR,EHLY,EILP,EINT,HIIN,HOOT,IIPT,ILUV,IORT,ORTY
EMPR;
EMPT;AHLP
EMPY;AADJ,AAGL,AALP,ADEN,LLNU
EMRS;
EMRT;
EMRU;
EMSS;
EMST;
EMSU;
EMSW;DFII,DHII,DIIV,HIIR,HIPR,HIRT,IIPT,IIRT
EMSY;GGRU
EMTU;EOQT
EMYZ;BIOR,EHLO,OORT
EMZZ;AADW
ENNO;ALOP,ALQU,ELLV,IIUZ,LNOV,NOVW
ENOP;DMOO,EMMO,EMNW
ENOR;EEEX
ENOS;
ENOT;
ENOV;
ENOW;AAGG,CEHN
ENOX;CDET,DORT,EEER,EPRY,GOTU
ENOZ;EGTY,EIMT,FTUZ,GINN
ENPR;HMYY
ENPS;LPUU
ENPT;ENNY
ENPY;AACL,ACCC,AETT,ATTU,HMRY,LLMU
ENRS;
ENRT;
ENRU;
ENRW;
ENRY;IJRU
ENSS;FGUU,GNSU
ENST;
ENSW;
ENSY;
ENSZ;
ENTT;CCOO,CDOO,CFOO,FOOO
ENTU;FOZZ
ENTV;AACU,DOOW,DOUU,HORU,IMOP,MOOU,NOOR,ORRU
ENTW;ABMO,ALOP,HMOO,HOOR,MOOY
ENTX;AAHL,AALR,ABCU,AEHL,AEHN,AGIL,AGIR,AHIL,AHIN,AHNO,AIPR,ANOU,DOOR,ENOP,GILU,GOOU,IIMR,MOTY
ENTY;CLLU,FLLU,IIQU
ENVY;
EOOS;ACPU,AEKK,DIVV
EOOZ;EPRT,HMOT,OPRT
EOPP;AGHY,AHNY,BILW
EOPR;
EOPS;
EOPT;
EOPX;AAMZ,ACNU,ANNR,CEKR,CLTU,ENNT,FINT
EORR;
EORS;
EORT;
EORU;BRRW,JMPP
EORV;
EORW;
EORX;ALUU,ANNP,ANNU,CEKP,EEEN
EORY;ADGO,ADHO,AGGL,AGLO,ELQU,GGGR,GGLU,GHLO,GLOO
EORZ;AELV,AHIP,AIJV,AILM,AILP,AILV,AILY,AIPV,ALOP,ALPY,BILW,ILPY,LPYY
EOSS;
EOST;
EOSV;BIOS
EOSW;AFFV
EOSX;MSUU
EOSY;
EOTT;FNOO
EOTV;IITT
EOTY;ABHL,ABLO,ACUX,CCIX,EHOT,ILVV
EOTZ;BOTZ,CNOO,HMOO
EOVW;ACIP,BIKO
EOWY;AFRR,AGGL,ALMN,ARRV,BBBC,MNOT
EOYZ;AILR,ALLM,ALPR,BIMR,EHLM,FLNR,ILPR,LMSY,LPRY
EPPR;
EPPS;DSYY
EPQU;AARU,AENT,CENU,ERRU
EPRS;
EPRT;
EPRU;
EPRV;
EPRX;AAHL,AAIL,AALM,ADEN,ADNO,AELM,AHIN,ANNO,CEKO,DEEN,GIIN,ILUU
EPRY;
EPRZ;AGMU,ALOO,ALOY,DEOU,EFOR,LOYY,MOOS,OOOS
EPSS;
EPST;
EPSU;
EPSW;AAGN,AAXX,CKOO,COOX
EPSY;
EPSZ;ELOP,MOOR,OOOR,OOTY
EPTW;ADFU,ALNO,NNOY
EPTY;CHKU,ENNN,NNPU,PPRU
EQUY;AACD,AIKL,ALOP
ERRS;
ERRU;
ERSS;
ERST;
ERSU;
ERSV;
ERSW;DLLY
ERSY;
ERTT;
ERTU;
ERTV;
ERTW;
ERTY;EIMT
ERTZ;AAIT,AEIL,AETT,AIIV,AILX,BEMU,BIIK,CERU,EFIT,EIIM,EIPP,EITT,EKRU,GIIL,IILU,IIPY,IKLU,ITUW
ERUV;AADY,DDII
ERVY;
ERYY;AAES,AANS,ABBR,ABRT,ADEV,AEVW,AGNP,AKNV,AMNO,ANTW,BMRU,CGNO,DGNO,DLNO,GINP,HMNP,HMTU,LMOP,LOPS,LOPX,LOPZ,MMNO
ESSS;LTYY,NPRY
ESST;
ESSU;EEQZ
ESSV;GLUU
ESSW;
ESSY;BSSU,GIYZ
ESTT;IIQU
ESTU;
ESTV;
ESTW;
ESTX;
ESTY;
ESTZ;
ESUY;ABDW,ABHH,BNSS,BSSS,DDHR,DIRS
ESWY;ABIK
ESXY;ABHO,ACNR,ALLU,BBMO,BKOS,BOOT,CCCO,INRS,INST
ETTX;AABL,AABU,AAFR,ABEU,BKOO,MNOY
ETTY;ACGO,AMOO,CIKR,IRTW
ETVX;AACE
ETWY;MNOO,NNOP
FFFU;MOOT
FFGO;AAOT,AIRT,IRTU
FFGU;AINQ
FFHU;AILT
FFII;AALX,ACLO,ADGR,AEGL,AGRT,EHTT,LMOR
FFIJ;
FFIK;AAHY,AEHY,CLNU,EEHY,ELLO,ELRU,LORT
FFIM;ALLM,ILOR
FFIN;AAPR,ADDR,AFFN,AGLR,AGQU,AORR
FFIR;ADDN,AFFR,BDPU,ILMO
FFIT;
FFIV;AELU
FFIY;AAHK,ACCE,AEHK,EEHK,FLLU,GLRU,HLOS
FFIZ;
FFKO;ACRT,CCEH,CKNO,EILL,ILRT
FFLU;CIKN,DIIY,EENT,MNOO,NOTU,ORRU
FFMU;BFLU,FOOT,LNOO
FFNU;ABOT,ACDH,ADDR,AELT,AGIQ,AGIW,ARRU,EELT,ELMU,LMOO,LOTU
FFOS;AINU,AIRR,AMPR,IINO,IMRU,LLOU
FFOT;AAGO,ABNU,ACKR,AGIR,ALLO,ALMR,ALOO,ALOT,ALRU,BLUU,FMOU,GIRU,LNUU
FFOY;ANRS,CHIN,HILS
FFPT;AALS,AIST,EISU
FFPU;BDIR
FFRU;ADDN,ADLU,ALOT,BDIP,DLOO,DOOW,ILTU
FFTU;ABNO,ALLU,ALOR,BLOU,FMOO,GIOR,LNOU
FGIO;AGLP,ALRW,DGHT,GHLT
FGIR;ACIP,ALOW,GGNU,MNPU,MORU
FGIS;ABEL,ACEP,AEIM,AEIS,AHLP,BEIL,EEFI,EHIL,FINP,INZZ
FGIT;AAET,ACUY,EIUV,EOPT
FGLO;GHIT,LMOU
FGLU;HILT,HIMT,HIRT,LMOO
FGNU;AAHR
FGOO;AACC,AAFT,ABLL,ELVX
FGOR;ACLN,AILW
FGOS;
FGOW;ADLU,AILR,ALNU,INNR,LNRU
FGOY;
FGRU;AAHN,GGIN,GIIN,HILT,IMNP
FGSU;AABE,AEOS
FGUU;ABOR,AHLL,ALLR,HNOT
FHIQ;
FHIS;ABDN,ABLL,ACJK,ADNS,AEKW,AFLL,AFLN,AGLP,ALLN,ALLW,BENO,BILL,BMNU,CKOR,CMOS,DNOP,EEMU,EIMU,EIPP,FGNU,FGRU,FKNU,HKOO,HNOR,KMNO,MNOO,MORW,MPRU
FHMU;GILT,ILRT,LORU,LOTU
FHNO;ABIN,ACFR,ACIL,ACMR,ACNR,CIIO,DIOT,DOUX,GIRT,GTUU,IKRT
FHOO;ABTT,ARTT,DINT,DLOT,DNUX,EIKL,ILLT,IPTT,LTTU
FHOU;ACER,CCKL,CEER,CLPU,DNOX,EKLN,ELNY,GLRU,LMRU
FHOW;
FIIN;AADT,ADEZ,AEER,AERV,DDEI,DEGI,DEIM,DEIV,DEMO,DPRT,GOQU,INTY
FIJU;AKRT
FIKL;BOOP,EEIW,EENR,EILM,FORT,HLLO
FIKN;ALNR,CCOY,CDMU,CFLU,CGLO,HORT
FIKR;CLOY,FLOT,HNOT
FIKS;HHOO
FIKU;AERW,AJRT,CDMN
FIKY;AAFH,AEFH,CCNO,EEFH
FILL;GHTU,IMTU
FILM;ADLN,ADNO,AEKO,AFLM,COOR
FILO;BBGN,FIMR,GGHT,IMPR,MRRY,RWYZ
FILP;BKOO,CFOT,CHTY,CIKK,DEHO,FGIN,FLOP,GINP,OOOR
FILR;DGIY,FGUY,FIMO,OOOP,OUYZ,OWYZ
FILS;
FILT;ALLO,DIMU,DLOO,ILMU
FILX;AABU,AFSU
FIMR;DOOO,FILO,GORU,HLTU,ILOP,IOPR,MORU,OPRY
FINO;AAMT,ABCE,ACDR,ACHU,ADRZ,AETT,AFRR,BDRU,BRYZ,CCKY,CHIO,DHOT,EERV,EHNT,EPTX,ERRW,IINX
FINR;BDOU,BDUU,BOYZ,DIPT,GGGU,HTTU
FINS;BHMU
FIOT;ABLT,AENT,ALLL,BERT,DGGH,DHNO,DLLO,EGPT,EHNN,EHRT,EKKL,EKLL,ENPX,GGHL,GHNU,HLLO,HOPT
FIPS;AART,ACEG,ACEI,ACIM,ACIT,ACNR,AEEW,ANOY,CCEI,CKTU,DEEG,DHNO,DOOR,EEET,EGNN,EHIP,EINV,EINX,ENNU,EOOT,GHOT,GNOO,HMRU,IMOR,NOOY
FIPU;AAEN,BDFR,CEER,CILS,CKST,DEIR,EFST,EGLR,EGNY,EHRS,EIRR,EIRS,EMRR,ENNS,ERST,ERSX,GMNR,HMRS
FIRS;
FIRT;
FIRZ;BNOY,LOUY,LOWY
FIST;
FITT;ACGH,HOOP
FITX;ANRS,DEOY,EELM,ENOP
FIZZ;
FKLO;ABLR,ADLN,AELT,ANTU,ARTW,EHNU,FIRT,HILL
FKNU;CDIM
FKOR;ABLL,AEEP,AETU,AILT,ALTW,AMOT,AMRW,EENW,ELLO,ENOW,FILT,HINT,KLOW,KOTW,LOWW,MORW,OOTW
FKSU;AHRT,ARRT,BLOO,FLOR,HORT
FKSY;ABCL,AHIU,AHOR
FLLU;ABCK,ABZZ,ACEF,AFTU,AGHU,AGRU,BGOR,BIMR,CCEO,CCIO,COOR,COPR,EELN,GHIT,GMOO,HLOT,IIMT,NOOW,OOPW
FLOO;BCTU,CCOO,EGVX,GLMU,GNOT,HTTU,OPTT,PTTY
FLOP;AACR,AAIR,ACEI,ADMR,AEGL,AEGM,AEGR,AENR,AENT,AEPT,AERT,AERY,AGGI,AIMR,AMNR,AMRT,ANOR,ANRU,ARUY,BIKO,CETY,CFIT,CHUU,CIIR,DEHI,EETT,EORV,ERUX,FILP,IILM,IIMR,IOOR,OOTT,OTTY
FLOR;FIIM,IIMP
FLOT;CCIN,CCKO,CNOR,DHOO,DILO,GGHI,GNOO,HILO,KNOW,OOPT
FLOU;CCHK,CCIL,CHPU,GLMO
FLOW;AADR,AADT,AADY,ABCK,ADOY,AKRT,DILW,IRYZ,KKOR,KORW,MOOR
FLOX;AADT
FLRU;CKTU,FITU,GHIT,HIMT,IITY
FLSU;
FLUX;AABI,AEGT
FMOO;ACEN,ACLN,AKRT,APRR,BEOR,DEOR,DIOR,EIRR,FFTU,GLLU,IMNR,IRRT,KRRW,NOOR,PPTU
FMOR;DIOO,FIIL,IILP,IIPR,IPRY,KORW,NOOO
FMSU;CIOS,CLRU,DLOW,GINR,IIMN
FMUY;AILL,ALLN,ALOS,ANNN,AORT,EILS,ELMR,ENNN,IOST
FNOS;BFOU,BFUX,LLUY
FNOT;DHIO,GLOO,KLOW
FNSU;BHIM,CEEN,CLOR,EHOU,ENOR,EORR,HLOR,IIMM,LLOY
FOOP;ACET,AEGT,BIKL,HITT,LLUW,LOTT,MPTU
FOOR;AAFW,BEMO,BNTW,COTW,ENNO,FRUU,IMMN,IMRT,KKTW,KMRW,KOTW,MNOO,NOTW
FOOS;
FOOT;BCLU,BNRW,CCKL,CDKU,CENT,CLNR,CORW,DHIN,DHLO,DILL,DNUU,ENOT,FFMU,GLNO,HILL,HIPT,HLTU,IMRR,KKRW,KLNW,KORW,LOPT,MPPU,NORW,NRUW
FOOW;AAFR,BNRT,CORT,DFRU,DOOR,KKLR,KKRT,KLRW,KMRR,KORT,LMOR,NORT,NRTU
FOOY;
FOPR;AACL,AAIL,AAMR,ADLM,AEEK,AEGL,AELY,AILM,ALMN,ALMT,ALNU,ALUY,CEER,CEII,CIIL,CIIM,CIUY,DEIM,DLUU,EERZ,ELUW,ELUX,IILM,IIMR,IMRY
FOPS;ACET,ACTT,AENY,AGKN,AHIS,AINY,CFIK,DHIN,FHIS,GHIT
FOPU;ALNR,ALRY,CHLU,CIRY,DKMM,DNOR,ELRX,MOPT,NORR
FORS;
FORT;ABDL,AKLW,BIMU,KKOW,KOOW,LTUU
FORU;ABDN,BDIN,CIPY,DFOW,IINT,ITTY
FORW;AADL,AAFO,AEMV,AKLT,COOT,DFOU,DOOO,HLTU,KKLO,KKOT,KLOW,KMOR,KOOT,LMOO
FOSS;CHIM,CIMU,DIMO,DIMR,FHIP,FINP,HIPX,IKNX,IMMR
FOST;
FOSU;
FOSW;AEMU,ANTU
FOSY;DIIL,FHIL,INRU
FOTT;AABL,ABIL,ACLU,ACMU,AEGR,AEIN,AFLO,ALOU,ANNY,BEIR,CEIN,CENO,EELP,EGIP,EIRR,ENOO,ERRU,LOOP,LOPY,LRUU
FOTU;BIMR,CDKO,FFMO,FGIR,IMRY,MOPP
FOWW;DILL,DLNO,KLOR
FOXY;BERR,DEIT
FOYZ;BINR,ELNR
FRRU;CCEI,EIIP
FRSU;DINW
FRTU;AAEG,AAEM,GNOO,LOTU,NOOW
FRUY;DEEO
FRUZ;
FSSU;CIMO,HLOP
FSTU;
FTTU;ACMO,AEEV,AEGH,ALOO,HINR,HLOO,HLOR,HLRU,LORU
FTUY;ACGI,AINQ,IINX
FTUZ;ENOZ
FUZZ;ABLL,ENOT
GGHO;AADT,ADRY,AEPY,AJMN,ALOT,DFIT,FILT
GGIM;ABCO,LMNO,LNOO
GGIN;CILN,DDIY,DHIT,FFIL,FHTU,FILN,HILT,HITW,IJLN,ILTZ
GGIR;GLOY
GGIS;EHKW,EIJT,EITW,HHTU,HLSU,LQUY
GGLU;LPUY
GGMU;
GGNO;AALT,AANO,AEEZ,AERV
GGNU;CHIO,CINS,CIOS,FHIT,FINO,HHIO,HIOT,IINV,INOT,IOOT
GGOO;AANN,AHLT,ALMR,CEIN,INTU
GGOR;
GGUV;IINN
GHHI;BORW,CCOU,CILN,CNNU,MNPU
GHHO;ADIR,BIRW,DEEG,DEEP,EIRV
GHIN;BLMU,DDLU,DNUZ,FFIW,GGIL,GGIW,IMMW,IMNU
GHIS;AAAP,CMPY,DLPY,MPYY
GHIT;
GHIW;BHOR,DDIN,FFIN,GGIN,IMMN,INPP,INRR,INZZ,MNOP,MNPU,NOOP,NOPP,NPPU
GHNO;LNOR,LORU,LOYY,MOOY,NOOZ,PYYY
GHNU;AGIW,AIZZ,BCIN,BCIP,BFIT,BILM,BIMT,CDIN,CEIQ,CHIN,CIIQ,CIMN,CINP,DDIL,DINO,DINZ,EILW,EIMX,EIQT,EITW,FGIT,GHIO,GIOR,IIMN,IINV,IMOR,INNS,INSS,LOOR
GHOS;AADR,ADRW,DDOO,DEEP,DEEW,DERR
GHOT;AADG,AGLO,DFGI,FGIL,IILT,ILLW
GHOY;DELR,DENR,EEMN,EENP,ELOR,ELPR,EMNO,EMPU,LMOO,LNOY,LOOR,MNOO,NPYY
GHPU;ABRS,ACTU,AERT,BCIN,BOOT,CINN,CINO,CINT,EIOS,EMOY,MSSY,ORTW
GHSU;BHHI,FFIN,INNN
GHTU;BFIN,BIMN,FGIN,FILL,FILM,FILR,IMNP
GHUV;ACIN,CINO,ENOR,IINN
GHUY;ADRT,CEMR,EEMN,EIRR,EMOP
GIJO;ACJK,CELU,EEPR
GIJS;ACKN,AMMN,ANNU,BBIN,DEMU,DETU,EGGN,EGIT,GGIN,MNPU
GIKN;LLNO
GILL;BEOV,DIOU,FHTU,FNOW,HOTW,IOPW,KNNO
GILM;AADR,ACTU,AILL,COOY,FHTU,HITY,LOOY,LPUY,OOXY
GILN;IZZZ
GILR;
GILS;
GILT;AAAP,AACC,AALV,COOO,IIOV
GILU;
GIMN;BBII,BCUU,CHNU
GIMP;AACO,AADR,ACOR,EHIP,EIOT
GIMR;AACR,AAHT,AAKS,AALM,AAMR,ACCK,ACOP,ADLO,AFFS,AFST,AIIK,AKLO,ALOP,DIIS,FORU,GIPS,HIST
GIMS;CIKM,DIIR,EHHI
GINN;CDHU,CGSU,CHHU,CHMU,DHSU,DHUZ,FFSU,HSSU,IOQU,KLLO,LUZZ,OPPU
GINO;EIMM,INQU,KNQU
GINP;BCHU
GINR;
GINS;
GINT;
GINW;CCHT,DDHI,HIMM,HIZZ,HMPU,HPPU,LUZZ
GINZ;BILT,DHNU,EETW,GILT,GLUZ,ILMZ,IQUZ,LNUZ,LPUZ,LUWZ
GIOR;BHHW
GIOS;DLPU,EUUX
GIOY;ADEL
GIPR;
GIPS;AAAH,ACEF,AFHL,AILT,CIKT,CKTU,DEEF,DEEW,DETU,ILLW
GIRR;AACM,AALW,AAMM,CHIN,CMUY,HINW
GIRS;
GIRT;CILU,DIIY
GIRY;EHRU,ENQU,HNRU
GIRZ;AGTU,AOOS,ASTU,CNSU,DINO,INOT,INOV,IPST
GISS;ABRR,ACDE,ADRU,AEFI,AEGO,BEII,EYYZ,GIRR,IORV
GIST;BCIK,CIKP,OYYZ
GISV;GNOU
GISW;BUZZ,CLOR,DELR,EIPR,ILLP
GISZ;ADRZ,AELL,ALYY,AOOR,ARTU,BUWZ,DELO,DOUY,EEEL,EEOT,ESYY,IPRT,OTYY
GITW;AEFR,AFPR
GIZZ;ADLN,AHNU,ANPS,DINY,GLNU,ILMN,ILNS,INQU,INSW,LMNO,LNNU,LNOS,LNPU,LNUW
GJNO;ACLU,ELRU,ELTU,LMPU
GJOS;ORTT
GJSU;AINN,IMNP
GKNO;AAOR,DEIK,INQU
