AAAADNP;ILOTT
AACCELO;BILMV,GIMST,HIMPY,HIPTU,ILPPT,ILPSU,IMNPS,IMNPT,IMOST
AACCENV;OORTT
AACCERS;BNOOU,CHITT,EMNOP,GHIIP,HLPTT,LLPPW
AACCEST;ACINP,CHIRT,IKMMO
AACCESV;
AACCHHK;
AACCHIM;BHIPR,EEGLP,EGILR,EPRTU,ERRST
AACCHIN;CELOT,CLOOP,EHLTT,GINNT,ILOTT,INNOT
AACCHIR;BHIMP,EGILM,EGILP,EGIPS,EHILR,ELPTY,GILLP
AACCHKS;
AACCHLN;CIOOP,EEINP,EEMTU,EHITT,EIPRT,EMTYY,IIORT,IIOTT
AACCHMP;BHIIR,EEGIL,EIRTU,INORT,IOORT
AACCHMS;EIINN,EIRRT,GHIIN
AACCHNN;AABIL,EEHPP,EEILP,EILMU,EORRT,GIINT,IINOT
AACCHNS;AEOTU,EGRTT
AACCHOR;BDRST,PPSUY
AACCHPT;AILNY,EILNR,EILOU,EILRY,GHIRY,GILOY
AACCHRT;BDLYY,EILPY,GHIPY,ILLOY
AACCILM;AAORT,BELOV,BOORT,EEGHP,GIORT,IORTT,NNOOT
AACCILS;ACDLY,ADHOR,ANORR,BDELY,DEOPY,EFNRS,EHNRY,HNOTY,NOPTV,OOPPR
AACCILU;BLLNY,DINOT,NOOPT
AACCIMS;EHINN,EHRRT,EKMOT,GHHIN
AACCIMT;ADEIN,AEERR,AILRS,EHPRU,EHRRS,EKMOS,ENORS,GILOR,GLNUU,ILORT,LNNOO,LNOUU
AACCINS;ACEPT,ADEIM,ALORR,BEGLT,CDEOR,CEEPT,CEIRU,DDORT,DEENS,EEFLT,EFLOT,EFLRS,EQTTU,ILMOT,OORSY
AACCINV;
AACCIOR;DDILP,ELMMT,ENRRT,ENRTY,GILMT,GLLOT,ILMTT
AACCIPT;AGINT,AINNT,EHLOU,ELLOP,FGIIN
AACCIRT;AACCU,ACCEU,ADINR,BDEEL,BELLU,DDNOS,DEUUV,EEELV,EEGLN,EELNO,ELMMO,EMNOS,FIORS,GINRU,GLLOO,IORST,IRSTU,ORSTT
AACCITT;BGHKN,DDIOU,DIOPR,EGNNU
AACCJKR;
AACCKLP;
AACCKRR;BLNTU,DEEMN
AACCKRS;
AACCLLO;BEIMV,BIILT,DORRY,ERSUY,GHIIR,GIORT,GIOST,HISST,IRSTY,ISTUY,NTTUY
AACCLLT;ABEIM,BIILO,DDIIY,DILYY,EINNO,EIOPP,GIOOR,NOTUY
AACCLOP;CHINO,DDIIR,EHIMY,EHITU,EHMRY,EIMNT,GHHRY,GHITY,IIPRT,INNRT,INOTU,MRTTU
AACCLOR;AAIMT,AITTU,BIMOT,DDIIP,DLORY,GIIMT,GILOT,IIMTT,IIPPT,MPTTU
AACCLOS;BISTT,EHNNN,EIMOT,IIMNT
AACCLPS;IMNUY
AACCLPT;AHINY,AINTY,GHIOY,INOOU,MORTU,NRUUU
AACCLRS;EEKRW,EFINS,ENNTY
AACCLRU;BKNRT,EFHRT,EMNOR,MOPTT,NPTUU
AACCLSU;MNOPY
AACCLTW;
AACCMOS;ALPRT,BBEOU,DEMOT,EENPR,EGILT,EIKMT,EILOT,EILSU,HHIPY,HILPR,IILNT,ILPRS,LNPUY,LRTUU
AACCNNS;DEIMO,DEORT,EEOTT,EIMOP,EIMOR,ELRTY,IIOTV
AACCNVY;EILOR,ILLLO,ILORY
AACCORU;BKMNT,ELMNR,LMPTT
AACCOST;AEHNU,AILMN,ALMPR,BDHRR,DDINR,DLMRY,EELRR,EFILN,EIKMM,EILMO,EIMNR,FIIRR,IILMN,IILNN,IINNV,LMRUU
AACCOTT;BIILY,BLNRY,DDIIU,DIIPR,IILMR,LMPRU
AACCRRT;ADIIN,BKLNU,EEEEL,EELPU,GIINU,LNOTU
AACCRSS;BCHKT,CDHRT,DDHII,INOOY
AACCRST;AIILM,ALMOP,CIILU,DDINO,DLMOY,EIILM,FNOTU,INOOT,LMOUU
AACDDEL;BGKRU,BHKNY,BKRRW,EEHTY
AACDDER;BENOT,BGKLU,BKLRW,BKLST,CHIIS,EILSS,EILSZ
AACDDHR;
AACDDIN;EGNOY,GIJTU,GKPWY,IJOTU
AACDDRW;
AACDEEM;CKNRR,HJKMR
AACDEFL;IOPRZ
AACDEFS;
AACDEHM;CILOT,IMNOY
AACDEHR;GNNOU,ILLLY
AACDEHT;CILMO,CILXY,DEELY,ILLNU
AACDEII;BHNRT,BINTT,DJTUV
AACDEIL;BENQU,BGKNP,BORUV,CHTXY,FOPRZ,GLOOP,GPQRU,HLLRY,LPRRY,NPPRU
AACDEIN;
AACDEIR;BLOUV,FLOPS,FLOPZ,GLPQU,HLLLY,LLPRY
AACDEIS;
AACDELL;ACIMY,DGIOO,EIIPR,GIOOP,HILRY,IPRRY
AACDELN;
AACDELP;GILOO
AACDELR;BDGKU,BDKRW,BIOUV,CTTUU,DIIOT,HILLY,IITVY
AACDELS;
AACDELY;ACILM,GIMNO,HILLR
AACDEMY;ACILL,EFHLS,HLOSU,IILLS
AACDENR;CEKMR,COPTY,DEEHH,DEMTU,FMTUU,GHNOU,HOPPU,HOPTY
AACDENV;IPTTU
AACDENZ;
AACDEPS;
AACDERS;BEMOR
AACDERV;BILOU,EGKOP,EIPRT,GHILT,IMORT
AACDERY;BHORT,BLNOT,BLOTX,CHNOR,CNOPT,HILLL,HLLOT,HNOPT,IILTV
AACDETU;
AACDETV;
AACDEUX;
AACDFIR;CEHIS,ENOTT
AACDFRS;
AACDGGI;
AACDGHI;EEHNR,ELRTV,FNNRT,INNPP,NPRRS
AACDGIS;AIMMN,BGOOR,DINNV,HOPRR,ILNOT,ILRTU,INNUV
AACDHMR;
AACDHMS;
AACDHNR;DEEEH,EGNOU,EOPPU
AACDHRS;BCORT
AACDHST;ACIRY,BCORR
AACDIIS;ORRTV
AACDILR;EGPQU,GILOO
AACDINS;BOORR
AACDINT;ACEIM,AOOPT,DGIJU,EEMNN,GIMOT
AACDINV;EPTTU,GIIRT,IIORT
AACDIOR;AAIMT,AAMOT,AEGLM,BELUV,CDNST,CIPTT,CLLNY,EHMTZ,EIPPR,GILLO,HHLRY,MMNOT
AACDIRS;DJOTU,GHOPR,IORTV,MNNOO
AACDJKW;
AACDKPY;
AACDKSY;
AACDLNO;AMMPY,BEERV,BELNN,EEHRS,EHOPP
AACDLNS;
AACDLOR;BEENV,BEIUV,DDEEH,GIILO
AACDLOS;
AACDLPR;
AACDMPS;
AACDNOW;
AACDNRS;NTTTU
AACDOOV;
AACDPRU;EHNOP,HINOQ
AACDRSS;CCHRT,ELOPU
AACDRSZ;AEIMM,EINTU
AACEEGK;
AACEEGR;BDGPT,BGPRT
AACEEHR;ALNPP,CIMNO
AACEEHT;CGOSS,DHSTW,DINSZ,GIMNO,IMNTX,INTTU,NNPPS
AACEEKT;
AACEELN;BEFFI,BFFIY,BHIUV,BMMNU,DGHNO,DIMMT,IMMMY
AACEEMR;BEQSU,CDKNR,CHINO,DHJKM,NOPRS
AACEEMS;BEQRU,BHILN,BILNV,CNOPR,GIKNP,HHMOR,HNOPR,LNPRU,NOPRR
AACEENT;BDOSU,DILMM,EPRSS
AACEERT;ENPSS
AACEESS;CFKRR,GLLNO
AACEEST;
AACEETT;CCHIL,ILLMP
AACEFIS;CDHIR,CGKNR,CHIRS,CLNRS,ILNRV,ILOSS
AACEFLT;CHRRU,EMRSS,NNORR
AACEFLU;CHRRT,IISTT
AACEFMN;
AACEFRR;DHINT,EGIOR,LNNOT
AACEFRS;CGIKN,IILNV,IJLMM
AACEGGR;BEPRT,HILOP,HINNP,ILNOT
AACEGHN;DELNO
AACEGHS;AILLP,CIIOR,CIIPR,CILLP,CIOPR,COPRR,IMMOS,IOPST,LSSTW
AACEGIP;BDKLN,BHLTY,BKNPR,CEHLM,CHILR,CHIRS,DINTT,DLQRU,DNNRS,FLNNT,GHNNR,HLLMT,HLNST,IMMRT,IMNNT,INPRT,KLNSW
AACEGKP;
AACEGKS;BBINR,CFINR,ILNRW
AACEGLS;AHILP,CHILP,CIMOR,EEGNU,ILMMR,ILMOO,ILPRU,NOOPV
AACEGNR;ANOPY,ATVXY,CCOYY
AACEGNT;DIIPT,EGIMO,EMMNO
AACEGRT;AENVX,ANVXY,CHINR,HHPRY,HOPRR,IIMMP,IIMMZ
AACEGSV;LNOOP
AACEHIN;BIMPS,COOSX,ETTTU,IPTTT
AACEHIR;
AACEHKS;
AACEHLP;BCHRY,CMORY,LOORR
AACEHLR;BCHPY,BOPRY,CMOPY,LOOPR
AACEHLT;CDIXY
AACEHNO;ACSTU,CDEIX,CIOSX,DEGLN,DIMMY,DLOPP,ILPST
AACEHNP;CEHNP,DLOOP,GGINR,IITTT
AACEHNR;DDEEH,EMTTT
AACEHPP;ABLOR,AELNR,AIMOR,CEHNN,DIILO,DLNOO,GIILR,GILOR
AACEHPS;CGORR,EHMTY,MORRY
AACEHPU;CILOT,DNOPR,ELNTT,GNORR,ILMNR
AACEHRT;BNOOY,MMNOO
AACEHST;ENNPP
AACEHTT;BIILY,BILLY,CCEIL,CHILN,EINTU,ELNPU,IILNT,ILLLY
AACEHTU;CELMN,CFLRR,CILOP,EINTT,ELNPT
AACEILM;AJORW,CEGHP
AACEIMN;CEHOR
AACEIMU;BHORS,CILMS,CLLST,CLTUV,DOOST
AACEINR;CEHMO
AACEIQU;ACLTU,ACNNT,DGLPR
AACEIRV;
AACEIST;
AACEJLS;FIMMR
AACEJRS;EIKSS,FILMM,IKTTT
AACEKNP;BGIPR
AACEKNS;BBGIR,BCHLN,CEELL,CELLY,CLLOY,GILRW,NORTU
AACEKOT;ILMNP
AACELLN;NOTVY
AACELLS;COORU,CORUY,CPPRW,GOPSW,OOSSU
AACELLT;ABCIM,BEIMM,GIINN,IIKMR,IIMRT
AACELMN;CHTYY
AACELMR;AIJOW,CHOPY,CNORU,EGOTT,EHTTY,GIINZ
AACELMU;CIIMS
AACELNP;DHOOP
AACELNS;
AACELNT;
AACELNU;AABCR,ORRSS
AACELNV;EENPT,EERTT,ENPTY,ERTTY
AACELOR;ADGIM,AIJMW,DDDEH,DGIIP,HIIPZ,HLOPR
AACELOV;AINTX,BCILM,ILLLP
AACELPR;CEIIZ,CHMOY,HLOOR
AACELPS;GLOSW
AACELPT;
AACELRS;
AACELRV;EENTT
AACELSS;AEFMN,FIIOS,LOOSU
AACELST;KKRRW,QRUUU
AACELSU;CIIMM,EEGGN
AACELSW;CLPPR,EQRRU
AACELTT;ACGIM,AHIMM,EILMP,IILMR
AACELTV;EENNP,EENRT,ENNPY,GHIRS
AACELTY;ENNPV,HIMOX
AACEMMR;CILOT,DILOT,GIIPT,GIITZ,HNOOT,ILNOT,INOTT
AACEMNP;
AACEMNS;BDHHR
AACEMNV;AHIIL,EIIPT
AACEMOS;AGILT,AILOT,BBCOU,BBGRW,BDERR,BFLNY,BHIRU,CDINN,CDMOT,CGILT,CIKMT,CILOT,DFINT,DGILT,DHORR,DILNT,DIOTU,EEHLT,EGILR,EHHMR,EHRTT,FILNT,GHIMS,GILLO,HINNY,HPRRY,IINNX,ILNPY,ILNTU,ILNTX,INNTT,OORST,ORSST
AACEMPR;CHLOY
AACEMQU;
AACEMRS;BBGOW,BDEOR,BEEQU
AACEMSS;GIOPT
AACENPS;
AACENRT;HMMOO,ORRUV
AACENSS;ALOTU,COORY,EGLLO
AACENST;
AACENTT;BDIII
AACENTY;BCLPU,BIILL,CDELL,CDILL,CHLMY,CILTU,DILLP,ELLLO,ELNPV,GILLM,ILLMO,ILLPU,INOPP,LLNOV
AACEOPT;CDIIL,CILLP,GILLO
AACEORS;DHMOR,EGMMT,EHHMM,EHMTT,HMPRY
AACEPRT;
AACEPRU;BLNTU,DHNOP,ENNPT,GHNOR,HILMN,ILLNT,ILNOT
AACEPRV;CIOTY,IORRT
AACEPSS;CHHRT,FHKLR,GLLOW,HORTT,LOOPR
AACEPWY;
AACERSS;
AACERST;KKLRW,LQUUU,MOOOS,MOOSS
AACERSU;BBDDN
AACERSZ;BOOTT,EIINT
AACERTT;IILLM
AACERTU;HMNNS,KNNOS,MMNSS
AACERTV;AGNXY
AACERWY;
AACESTU;LQRUU
AACESTV;DEMNN,ILNOS
AACESTX;BLORY,IIOPR,INNOR,IOORS
AACETTU;ALOYZ,CGINN,CINNO,EHINT
AACETUV;CILMU,IILRT
AACFFIL;BEEEN,BEENY
AACFILS;BGHKN,CENRS
AACFILU;BORST,GGMNO,IINRT,IOQRT
AACFINT;AIRRT,CIIOP,DIILN,EGLNP,GIILT,GIINZ,HHOUY,IIILR,IILRU,IIMOR,IINOP,IINOZ,IIORT,INORZ,OORRT
AACFISS;BEILL,CEHIR,CELNR,EFHNR,EGNPR
AACFLLT;BEIIY,IIIRY
AACFLLU;
AACFLLY;
AACFLPT;IIINO
AACFLRT;AMNUU,BNOOU,ENNOR
AACFLRU;AMNTU,BIOST,IIINT,IIOQT
AACFLSU;BENOT,BIORT
AACFLTU;AMNRU,BIORS,BNOOR,IIINR,IIOQR
AACFNST;BELOU,EGLOR
AACFRRU;
AACGGMS;IIKNP,ILOTY
AACGHNS;CHIIM,HIKLM,IILPT,IKLNR,IKMMT,IPRTU
AACGILL;CHIPR,EHMPT
AACGILM;ACETT,ACHOZ,ALMMO,BKLNP,CEEHP,CEHIR,EHLPT,EHOOT,EINRS,EINRZ,ELOOS,FGNOU,HHKNS,ILOPX
AACGILS;AMNNO,BKNPP,DIRTU,EHOPR,HHKMN,HKNNR,HKNRW,IIPRT,KNQUV
AACGINT;BBBKS,BCKKR,BKMPS,CEHRR,CHINN,DEIPT,DFHNR,FIINZ
AACGIRS;ACEOU,BDGOO,CEHIO,CEHIP,DILTU,EIMMT,EIMST,ELLOU,ELLPU,GNOTU,HKLNW,IILPT,IMMMT,KLNTY,LLOTY,MMNOR
AACGIRV;DIINT,HIINR
AACGISU;ACEOR,DILRT,DINNV,EENOR,ELMNT,EMNOR,GNORT,KLNQV,LNTTU,NPRTT
AACGJNT;DDIIU
AACGLOT;EHILO,EHIMO,EIILO,EILOP,HILOP,ILOTU
AACGLOU;
AACGLSY;BILLU,DMORT,GIMOT,ILMOR,NOOPV
AACGNOU;BEILL,DEHNR,EHPRR,FGILM,HIPRR
AACHHKR;
AACHHLL;
AACHHLS;GIKMN,IINPP
AACHHTW;
AACHIKL;ABNST,GNNRS
AACHIKN;
AACHIKR;
AACHILO;ACNNR,BGNOP,CCENT,CCNOP,CENRT,CINRT,CINTT,DHRRY,EERTT,GGILO,LNRTU,MMNOT
AACHILR;CENSY,CINOT,GKNNS,IPSTY
AACHILT;ABKNS,BEITY,BHITY,CCEET,CDEXY,CNOSY,LNORU
AACHIMR;GLOPY,GMMOP,GTTUU
AACHIMS;
AACHINT;ACLPY,BCISU,EETTU
AACHIPR;ACCTT,AEMOP
AACHIPS;CHMOY
AACHIPT;BGHRY,CGHRY,GMNOR
AACHIRS;
AACHIRT;BGHPY,BIMOT,CGHPY,CLLOY,GMTUU
AACHITY;ACLNP,ACLPS,ALLLM,BEGLP,BEILL,BEILT,BELLT,BGHPR,BHILT,CDELX,CELPR,CGHPR,CGLOP,CINRS,EILLR,ELLLT,ELLMT,ELLRT,ELMOX,ELMPS,HLMOP,ILOPR,LOPST
AACHKMN;GHILS
AACHKMP;
AACHKNS;BCELN
AACHKPS;AIPRT
AACHKRS;
AACHKRT;
AACHKRY;
AACHKSW;IORTU
AACHLLN;ACIRY,AGIPY,CEIMY,CORYY,EEEPT,EEGIT,IORTU,NNOTY
AACHLLS;
AACHLMS;DEEFY,EEENP
AACHLNS;ABIKT,AIOTU,DEEOR,EEEMP,GHIKM,GIKNR,GIKRW
AACHLNT;ABIKS,ACIPY,BIRUY,CIOSY,HOOTU,ILORU,IMMOO,IMOOP,IMORY
AACHLPP;ABEOR,AEENR,DEIIO,DENOO,EGIIR,EGIOR,GINOR
AACHLPS;
AACHLPU;CEIOT,EENTT,EIMNR
AACHLST;ABIKN
AACHLSU;DEMOY,GMOOR
AACHMNP;ANOPR,LMOOY
AACHMNS;BDEHR,BEERT
AACHMPS;BIILT,EEHTY,EORRY,GOORU,ILLOY,IPRSY
AACHMST;
AACHMSY;DEEFL,DEIPR,DELOU,EEHPT,EINNO,EOPRR,ILLOP
AACHNOP;AMNPR,CCILO,DELOP,GIINT,IIMOT,ILMOT,IMMNY,LMMOY
AACHNOU;AIMRT,DEGNR,DEPPR,DIPQR,EGPRR,FHITY,GIPRR,HLOTT,ILLRT,IPRTT
AACHNPX;
AACHNRS;
AACHNRV;DIOOT,GIIIR
AACHNRY;ACILL,BELSU,BEOOT,BILTU,CDEOR,CEILS,CIIST,CINOT,EGOOP,ILMOT
AACHNSS;EEITT,HIMPP,IIPPT
AACHNST;EEMPP,EENPP,GIILP
AACHNSU;ACEIP
AACHNSZ;CGIIR,DEEIT
AACHNZZ;
AACHRRT;EGOPR,GMMOO
AACHRST;ALOST
AACHRSW;EIMRR,GIKLN,IKOTU
AACHRTU;BEILN,CEFLR,GIMTU
AACHRWY;
AACHSSW;
AACHSTT;ALORS
AACIILN;ACFOR,ANOTZ,ANRRT,BLPPY,DHPRS,FGITT,FIIRT,FIRTU,FOOTZ,GLSTY,HHPPS
AACIIMS;CELMU,DNNOR,LLMNU
AACIINP;BCGKK,BELLP,BLLPY,CGKKP,DGHNP,ELOPS,GGKMS,HHLPS
AACIINT;ACDRR,AFRRT,BCKKK,CGRRU,DDGJU,DDJOU,FGILT,FIILR,FILRU,FLOOZ,HRRTT
AACIITV;DDEJU,EEMNP,ENNNU
AACIJLP;EHMMR
AACIJMS;EFLMR
AACIKLL;BBGLN,BDEGN,EIMRT,GOORY
AACIKLR;EILMT,GLOOY,OPTYY
AACIKNN;BDEGR
AACIKNT;BCIKK,ELMOP
AACIKRT;EILLM,EJSTT
AACILLN;
AACILLS;ACCDY,CFRUY,CORTY,DISTY
AACILMR;EGINZ
AACILMS;ILMNU
AACILNP;AMORY,BGKLM,ELORR
AACILNR;FIIIT,FIITU,LTTUU
AACILNT;AINOZ,FIIIR
AACILOS;BEILZ,CEMOT,ILRTY,IRUVY,MPPTY
AACILOX;AENTV,EHMTY
AACILPS;
AACILPT;AEMRR
AACILRR;ABBLY,ABEEG,AINNT,BELPY,EGHLP,FIIMO,GHOOP
AACILTT;AEHMM,BEHLY,EELMP,EHLLY,EHLMY,EILMR
AACILTV;NRUUY
AACIMMR;BINOT,CELOT,DELOT,DNOOT,ELNOT,ENOTT,GHMOP,NOOTY
AACIMNO;CGNPY,FGGLU,NOPWY
AACIMNS;AARST,ILLMU
AACIMNY;CGNOP,CLPSU,COPST,EELMM,EGOST,ERSTU,GGHOT,HMNOP,MOORT,NOOPW
AACIMOR;BBIRX,BEHSU,BFORS,EGHHR,GHMMP
AACIMPR;CHOOT,GHLOY,GHMMO
AACIMSS;ELLOT
AACIMTY;BCEOR,EGNOS,GGHNO,IOTTU,MNOOR
AACINNT;AMOTU,MOOTU
AACINOR;
AACINPT;
AACINRS;AAARV
AACINRT;AAGMM,CGIRU,FIIIL,FIILU,LLTUU
AACINRZ;BEOPR,EIMOT,FINOT,IORTU
AACINSS;BGIMT,CLLNO,HHMPP,HIPPT,LNOPY
AACINST;
AACIOPT;CELLP,EGLLO,ERRRV,GHORR,GMMRR,IPRRT,KLRYY,RRRTY
AACIOPV;CERTY,ELLLL,ERRRT
AACIOST;AELMO,CCSTU,CEKMM,CELMO,CFIRR,CHLLS,CKKRY,DIRRV,FRSTY,HKRUW,ILLRY,ITVVY
AACIPPR;AEHMO,BEGKN,DEIOR,DELNU,EGGKN,EGINT,EINOT,IORTT
AACIPRS;BILLY
AACIPRX;EEHTT,EIOST
AACIQTU;ACELU,FILOR,LLRUU
AACIRSS;CCHHL,LQTUY
AACIRST;CKKOY,DDJOU,DIORV,GIMMM
AACIRSV;AAANR
AACISSS;AAGLP,EFILO,EHLMT,FIILO
AACISST;ACCTU,AHHPY,BGIMN,CCOTU,HINPP,IMMOR
AACISTT;
AACISTX;EIOPR,ENNOR,EOORS,IOORS
AACJKLS;
AACJKMN;
AACJKSS;AEENP
AACJOSU;DDIRT
AACJPTU;
AACKLPS;EEMRT,IMORY
AACKLTW;
AACKMNP;BGILL,EILOT
AACKMRT;EIILL
AACKNRS;BBEGI,EGILW,ENOTU,GILTY
AACKPRT;ILOYY
AACKPSZ;
AACKPWX;
AACKPWY;
AACKRRS;EKLTW
AACKSTT;BGINR
AACLLNS;AMORY
AACLLNT;CDEUU,COTUY,EEGHI,ENOVY,HNNOY,NORUY
AACLLNU;BCEIL,BCILY,BEELR,BEGIO,BEIPP,BEIVZ,COTTY,ERRVY,NORTY
AACLLOO;BEENT,CDRRY,DDEGI,DEGIP,DGIIR,DGIIU,EGHIT,EGIIT,EGIPT,EHPRR,GGHII,GHIPT,GIKRY,GITTU
AACLLOR;AMNSY,CDORY,CESUY,CISTY,DESTY,DGIIO,EGISU,EGITX,EGITY,GIKOY,GIMSY,GISTY,IISTY,INTTY,NNTUY
AACLLSU;CEOOR,EOOSS
AACLLVY;AGILN,ENRRU,FIILS,INOOT
AACLMNO;ADMPY,AIPRY,ALRSY,CEIPS,CERRU,CPSUY,FGGIU
AACLMNT;BEEHR,CEEHU,CEEMU,CEHYY,EEEHP
AACLMRU;COPTT
AACLMST;CORUU,DGORY,FIORT,GOOUU,RUUUV
AACLMSU;CEIIM,CNOPY,CORTU,EENPR,RTUUV
AACLNNO;AIMMO,FIINN
AACLNNU;
AACLNOS;AESTU,AGGIL,AGIMN,AINRY,ALMRY,BEFMY,BRTTY,BRTUY,CEIMP,CEKLY,CMPUY,EGIOU,EGOPV,EIIPP,EIMPY,GOPVY
AACLNPY;ACITT,ADMMO,AIMOR,HMMOO
AACLNRS;AFJMY,ALMOY,BOTTY,PTTYY
AACLNRU;AABCE,ABERT,BCKRT,BEPTU,CEMOR,CPTUU,DEIPP,FIIIT,GIITT,HILOT,IIOTT,ILTTU
AACLNST;BORTY,BORUY,HNOOU,PRTYY
AACLNSU;CMOPY,EEEGG,GITTU,IOTTU
AACLOPR;ABEHP,BEEHR,BEHRY,CGHHY,EHLOR
AACLOPT;CEILP
AACLORT;AACIM,BCIMO,BCNTY,BFNOU,BNSTY,BNSUY,CGIIM,CIIMT,GILSY,IILSY
AACLORZ;EHIIP,GHIOP
AACLOST;BNRUY,CMRUU
AACLOTT;AEUYZ,CMPRU,DEHRR,EEGMR,EGMRY
AACLOTV;
AACLPRS;BIILY
AACLPRT;CNUUU
AACLPSS;DGINN,EGLOW,EOOPR,INNOY
AACLPSU;CIMNY,CMNOY
AACLPTY;EENNV
AACLRSS;AHOTT,GIOOT,IQTUY
AACLRST;BDDEK,EKKRW
AACLRTY;BNOSU,LNNOU,OSTUU
AACLRVY;CEINO,CINOY,DEIIT,DEOSU,EITTT,ELNRU,IIOSU,INTUU
AACLSSU;AENOT,EKQRV,ELOOS,ERTUV,IQRTY
AACLSTT;
AACLSTU;BILMN,DIINO,GMOOU,INOOV
AACLSUV;EEIMT,EITTU
AACLTTU;ACIOR,AEOSY,AEOYZ,GIINR,GILOO,GNNOR,HHNOO,IINOR,ILNRU
AACMMOT;AELRS,ALPSY,BIINR,CDOOR,CEIKS,CEILR,DEILR,DINOR,EEGNN,EHNOR,EILNR,EINRT,GHORR,GIPRR,HILNO,IILNP,IIRSS,INORY,IPSTY
AACMNOR;BCKTU
AACMNRU;AHIOT,BCKOT,DDEET
AACMNSY;AERRT,AFJLR,AINOR,ALLOR,BEFLO,BEILR,CILPU,CIOPT,CLOPU,EHINO,EILLT,EILOP,EIRTU
AACMORR;BBIIX,CELNU,EGHHI
AACMORS;BBEGW,BEHIU,EEHHM,GHOPU
AACMORT;BCKNU,CDMOO,CLPTU,EEGLT,EGLTY
AACMOSY;AINNR,ALLNR,BDINR,BEFLN,CHHIP,CINPT,CLNPU,DEINR,DGLRT,EHINN,EHPRR,EILNP,GGILT,HIMNT,IKLPR,ILPPT,ILPTT,IMPTT
AACMRRT;EFNUU
AACMRSS;
AACMRST;ACIIL,BIILS,GIIMM,LUUUV
AACNNOZ;AIILT,FIIIT,FIIRT
AACNOST;BBEGW,BLRTY,BLRUY,CEENT,CFRTU,EGHHT
AACNOTZ;AIILN,BGIIL,EFIIL,EIIMR,FIIIN,FIILO,FIINR,GGIIL,IILLO,IILOV,IIRRU
AACNPRT;CLUUU,LNOTU
AACNPST;
AACNRST;
AACNRTU;ABELR,BCKLR,BCKMO,BELPU,BFLOO,BHILY,CGIIR,CIILY,CLPUU,EORRV,FIIIL,GIILT,ILLTU,ILUVY
AACNSSV;IIOTT
AACNSTT;GILUU
AACNSTU;BILLM,GILTU
AACOPPR;IIRTT
AACORST;CFIIR,GILLY,IILLY
AACORTU;BCKMN,BFLNO
AACOTUV;
AACPRSS;BDIIO,BEKLP,BENOT,CEHHT,EFHKL,EHOTT,ELOOP,MOOST
AACPSTW;
AACRRST;AILNN,BEKLL,EENNP,EKKLW,ENNPY,LPSUU
AACRRSU;EELQW,ELNPU,ILOTT,LPSTU
AACRSTV;
AACRTTT;ANNNO,BIILY,HIINR
AACRTUV;CDEIU,EIILT,EINTT,ILNUY
AACRTUY;DDIJO,ILNUV,ILQSS,LLNNO,LOSTU
AACRTWY;
AACTUWY;
AADDDEN;BRRST,IRSST,IRSTZ
AADDEGM;
AADDEHH;
AADDEIL;BELOR,EKMRY
AADDEMM;CCOOT,EEHHR,LOPRY
AADDEMN;
AADDENP;
AADDEOR;AFFNN,BCENT,BEILL,CIILT,CIRTX,FINTU,GHIPR,LMMPY
AADDEPR;EEGLS,GHIOR,LMMOY
AADDEPT;CELSU
AADDERS;BGLLL,CCHII,CEHNT,CEHTY,CEILS,CEILZ,CELNP,DGNNT,EEGLP,EHLPY,GNNRT
AADDERW;BCKLR
AADDESX;
AADDGNR;BILNO
AADDHKR;
AADDHRS;EELPY
AADDIIK;
AADDIIV;CEJTU
AADDILS;AMNOR,GIORT,IOPRT
AADDIMS;ALNOR,BCKNO,MRTTU
AADDIST;AEGNV,BHOTV,CCNOR,CJORU,GHNNR,GILOR,GINOR,ILOPR,MMRTU
AADDLNS;AIMOR
AADDMRY;
AADDNVV;
AADDOSU;CIJRT,EGLLO
AADDRST;CIJOU,GIILO,IILOP,IMMTU
AADDRSW;
AADDSST;CEHOW
AADEEFR;GMNTT,HINTT
AADEEGH;CLNNO
AADEELT;CIIPZ,IIMRZ,IIRRZ
AADEEMM;CHJKR,CILNT,EGNNT,HITTZ,INNRR
AADEEMT;BLPRU,IILRS,IILRZ,IILSV,ILMPS,ILSUV,ISSST,ISSTZ
AADEENR;BELSS,BLOSS,CDEHH,CHLOS,CHLOT,CLSTU,HIIRT,HILQU,IKLLM,ILSTU,ILTUZ,IPPRS,LLLPU,LLPPU
AADEERT;AGTVX,ASTVX,QRSUW
AADEERW;EMNPT
AADEFFR;
AADEFGL;CNORT,GINRT,INORT
AADEFGR;CLNOT,EMNTT,GILNT,ILNOT
AADEFHT;CINRR,EINRT,INNOU
AADEFIS;FIILT,ILNUZ
AADEFLU;CCIST,FIINT,IINSZ,INTTY
AADEFNZ;
AADEFTW;
AADEGGR;ILNNN
AADEGHR;CILTV,DIOPR,IMMOX,IOPRR
AADEGLS;DEEPR,DEHSY,DLOOU,EPPRS
AADEGMN;
AADEGMR;ABILM,HIMOX
AADEGMS;CILOT
AADEGNS;DDNRT,DNRRT,NORTU,NPRRT
AADEGOT;ANSUV,EGLMR,FILNR,GILNN,INNNR,PRSTU
AADEGRT;AETVX,CFLNO,EEHLR,EEHRT,EFMNT
AADEGRV;
AADEGRY;CILMO,ILLLW
AADEGST;
AADEGSV;ABGNO
AADEHIR;EFNTT,GMMOX
AADEHJR;CEKMM
AADEHKS;
