AAABC;CR,HT,IR,MR,OR,TW
ABEKR;AP,GO,HU,OO,PU
ABEKS;AI,AN,CI,CY,EP,GO,IK,MN,MU,NU
ABEKY;CS,EN,IW
ABELL;AJ,AL,AN,AO,EY,KY,OV
ABELM;NT,OV
ABELR;EP,PU
ABELS;AN,AV,NO,OP,OV,OW
ABELT;HN,HP,KN,MN,MU,NU
ABELY;AP,BU,CP,EE,EL,FL,JU,QU
ABELZ;EM
ABEMN;IL,IP,LL,LU
ABEMR;
ABEMS;CX,FO,KU,MO,OS
ABEMW;
ABEMY;DE,EE
ABENO;AL,BG,DG,DY,GI,JW,LW,LY
ABENR;AP,CE,CH,CI,EV,IW
ABENS;AF,AK,AL,BL,CE,CU,DP,DS,DU,DY,EH,EL,HL,KU,LU,LY,LZ,PU
ABENU;AD,BG,DH,DK,DS,FI,GG,KS,MS,PS
ABENY;AT,EK,GI,OS,OT
ABEOR;AI,CD,CI,CR,CU,CV,DD,DF,DR,DV,FR,FX,FY,KO,QU
ABEOV;CL,CR,DR,LL,LM
ABEPS;DN,EK,EL,FR,HR,LO,NU,OR,PW,RU,RW
ABEPT;EL,HL,IL,IN,IZ,LO,LY,OR,RW,RY
ABERR;AG,FO,GG,GO,GU,JU
ABERS;FP,PW
ABERT;CK,FG,PW
ABERV;CO,IT
ABERY;FO,GG
ABERZ;
ABESS;CE,EM,MO
ABEST;BF,BI,CJ,CW,FG,GM,IO,IW,OO,OV
ABESU;AG,BE,CE,CG,CN,HI,IM,IV,KM,KN,MN,NP
ABESW;BD,BE,BI,BL,BR,CT,DI,EL,ER,EX,GN,IL,IT,LO,LR,LY,PP,PR,RT,RY
ABESY;CK,DD,DI,DN,NO
ABETT;CI,GO
ABETU;EF,HI,HK,IX,KO,LL,LM,MO
ABETY;AN,EH,EX,NO
ABEUX;AT,IR,IT,JM,NR,RU
ABEUZ;BM,LR
ABFFL;AY,II,OO,OU
ABFFS;EI
ABFFU;LO
ABFFY;AL
ABFIR;BE,BT,DT,EL,ET,GN,IL,IM,LU,MO
ABFLS;GU,HU,IU,LU
ABFRS;EL,EM,EP
ABFRU;
ABFST;BE,DE,EG,EL,HI,TU
ABGGY;IL
ABGHI;CN,LN,NT
ABGHN;AD,AR,CI,IL,IT,OR
ABGHS;AT,AW,EE
ABGLS;FU,IM,IN,MO,MY,OR,OU,RU
ABGMO;AD,CE,EG,ER,HO,OY,RW
ABGMS;BU,CU,IL,IR,IT,LY
ABGNO;BE,TU,WY
ABGNS;AD,AM
ABGNU;BE,BI,DI,IK,IT,LM,OT
ABGOR;KW,MW,RU
ABGRS;AG,AI,AT,IM,IN,LU
ABHIJ;
ABHIM;CT,EO,ET
ABHIS;BY,CE,CL,DD,DL,EU,KL,LO,OO,OP,OU
ABHIT;AN,AT,DE,DI,EM,EU,EZ,GN,IN,LU,OR
ABHLS;AB,AR,CI,DI,IK,IO
ABHMO;DR,EI,GO
ABHNU;CR,DE,EL
ABHOR;DM,DN,EG,GN,KU
ABHOS;BO,DH,DY,IL,IO,IP,IU,NO,OP
ABHRS;AD,AL,AM,DU,KU,MU,TU
ABHST;AB,AG,AK,PY
ABHSU;BJ,CK,CP,DD,DE,DR,EI,HJ,HY,IO,KR
ABHTU;BT,CK,DM,EI,EK,HK,IL,LR,OY
ABIIL;AG,AX,AZ,FF,FR,MU,OV,RY
ABIIM;BN,FR,LN,LU,NR,SS,ST
ABIIT;CO,DH,GG,GN,HN,KK
ABIIV;LO
ABIJR;DY,EM,LN
ABIJS;EL,EN
ABIKL;AM,CT,EG,EL,EN,ER,ET,GN,LY,MN,OR
ABIKN;AE,BO,CF,DW,EL,ER,LM,MR
ABIKT;BC,CE,CF,CL,DE,EL,IK,RZ
ABILM;DO,IN,KN,LN,LY,OX,RY
ABILN;AD,AE,AL,AM,EF,EK,EL,EM,EP,JR,KM,LM,LP,MU,RY
ABILO;AU,CD,CF,CU,DM,DO,HS,IV,KS,MX,PY
ABILP;DE,EL,EN,ET,LN,LY,OR,OY
ABILQ;IN
ABILR;AL,FI,GN,IY,JN,MY,NY,RY
ABILS;AL,AU,BJ,BL,BO,BU,CH,DH,FU,HO,LW
ABILT;LT,TY
ABILY;AM,DR,DU,DW,GG,IR,IT,KL,LM,LP,LW,MR,NR,OP,RR,TT
ABIMR;CC,DO,DY,FI,FO,LT,LY,TT
ABIMS;AG,AO,CI,CM
ABIMT;CH,EH,EN,MU,RT,TY
ABINQ;IL
ABINR;CE,CO,EK,ER,ET,EW,EZ,II,IO,JL,OO,OT,OW,TV
ABINS;DD,DT,IN
ABINU;AO,BG,CC,DG,DR,EF,GK,GT
ABINV;DE,GR,RT
ABIOO;CR,DL,GJ,NR,NT,RR
ABIOS;AM,BL,DU,EL,ES,HL,HP,HU,IS,KL,MS
ABIOT;AD,CF,CH,CI,GP
ABIRR;GN
ABIRS;CT,KT
ABIRU;CO,EX
ABIRV;ET,GN,LO,NT,OT
ABISS;IO
ABIST;CR,DE,DN,EE,EN,EP,ER,ET,EW,GG,GN,NR,PT,RU,TU
ABIWZ;
ABJMO;EN,LO
ABJMS;KO
ABJMU;AE,EX
ABJNO;CI,DH,EM,EW,IT
ABJOT;IN
ABJSU;BH,CO,ER,ES,HH,IR
ABKLN;CE,DE,EI,ER,ET,GI,IM
ABKLS;AA
ABKLU;BO,DE,EG,ER,RW
ABKLY;AC,CF,CL,IL
ABKNO;BI,CN,DO,MO,NN
ABKNR;GI,IM
ABKNS;CU,EM,ET,EU
ABKOR;EG,GW,HU,IL,LT,TU
ABKOS;CW,EG,GO,IL,JM,MO,MT
ABKRS;DI,IM,IT
ABKRU;EL,EP,LW,OT
ABKRY;CO
ABKSS;AH,AU,ET,LY,TU
ABKSU;CH,CN,CP,CT,CW,EM,EN,IK,MZ,ST
ABKSW;AC,CO,CU
ABLLS;AB,AD,AI,AN,AO,AT,BI,CO,FU,II,IW,NO,OO,OT,OU,OW,PU
ABLLU;BT,FR,FS,GM,IM,LY,OR,OS,RY
ABLLY;AN,AW,BO,CK,CO,EE,EF,EK,IK,IM,IP,IW,KN,LU,OT,OV,RU
ABLMS;CY,GO,GY,HY,OP,OR,OY,TY
ABLMU;AC,CN,CU,GL,GN,TY
ABLMY;AI,AS,HS,IL,OS,OV
ABLNU;CM,GM,IM,MO
ABLNW;EO,GI
ABLOO;CF,CX,DI,EW,FF,GN,GT,KW,NP
ABLOR;DL,DN,DY,KT,LP,LR,LT
ABLOS;AB,AL,AV,BI,CL,CN,EI,EL,EN,EP,ES,EV,EW,GM,GU,HI,IK,IN,LN,LU,LW,MP,NZ,UV
ABLOT;AR,FU,FW,FY,GH,GO,GR,KR,KX,NU,NY,OR,RW,UW
ABLOW;DE,EN,EO,ES,ET,FT,KO,TU
ABLOX;BL,CO,HU,IM,KT
ABLOY;BL,CL,CM,CN,CV,DR,DY,EN,FT,GP,IP,LT,LV,MV,NT,OR,PY
ABLRT;AO,AY,GO,KO,LO,OO,OW
ABLRU;CE,CY,DE,DY,EK,EL,EN,EZ,KW,LY
ABLRW;AD,DI,KU
ABLSS;
ABLST;NU
ABLSU;AI,AT,FG,FI,FL,GO,IT,LO,LP,OV,TT
ABLSW;BE,EE,EI,EM,EO,IL,LO
ABLSY;AC,AM,CM,GM,PY
ABLTT;AN,AU,IL,IY
ABLTU;BL,DE,EL,EM,ES,FO,MY,OW,ST
ABLWY;AL,DI,IL
ABMMO;DE,LU
ABMOS;BO,BT,CP,CR,CT,EF,EN,JK,KO,KT,LP,LR,LY,NW,OW,PT,TU,TW
ABMOZ;
ABMRS;LO
ABMRU;AO,CK
ABMRY;DI
ABMSY;AL,AO,CL,GL,HL,HU,LO,LT,NU
ABMUY;HS,LT
ABNNS;AA,AI,AK,AY,EO,ER,ET,II
ABNNU;
ABNOO;DK,DR,IR,KM,LL,LP,RS,RZ,SS
ABNOR;BI,II,IO,IW,OZ
ABNOS;AY,DU,DX,DY,FY,HM,HO,LL,LZ,MM,MW
ABNOT;AM,GU,LU
ABNOZ;AN,CE,ER,OR
ABNRS;
ABNRT;AI,AK,DI,IV
ABNRU;AD,CH,DI
ABNRW;DE,EI,EO,IO
ABNRY;CH
ABNSS;DE,ET,FU
ABNST;DI,DY,GI,HI,IK,YZ
ABNSU;CE,CK,DE,DO,EK,EP,OS
ABNSW;EG,MO,TU
ABNTU;CK,GI,GO,OY
ABNTY;AE,DS,EL,GI,LU
ABNUY;LT,OT
ABOOT;CC,DE,ER,EV,FG,FR,FY,GL,GR,LM,LR,RW,TW
ABOOY;DK,DW,FT,GM,LR
ABOOZ;AK,NR
ABORR;CE,EF,EG,EL,ET,LL,MO
ABORS;
ABORT;FO,KL,LL,LO,MP
ABORV;AD,CE,DE,IL,IT
ABORX;AD,EF,EG,ES
ABORY;EF,LO
ABOSS;BR,CR,CU,DR,EI,EL,II,IR,UU,WW
ABOST;CM,EV,GP,KM,MP
ABOTU;BM,CK,DE,EK,EM,FL,GH,GN,GT,HY,IL,LN,LW,NY,TT
ABOTW;EL,FL,LU,OT
ABOUY;EG,HT,NT
ABPRS;EF,EH,EO,EW,HO
ABPSU;CH,CK,EN,ET,LL,LM,LY
ABQRU;
ABQSU;AU,BY
ABRRY;SU,TU
ABRSS;BO,DO
ABRST;BI,IK,IM
ABRSU;
ABRSW;BE,EE,EM,EP,ET,EY,OR,OT
ABRSY;PU,RU
ABRTU;AR,RY
ABRTY;BI,CI,DI,IP,LU,RU
ABRWY;
ABRXY;
ABSST;AB,AM,AN
ABSSU;BS,FN,NO,OU,WY
ABSSW;AH,AI,CR,HU,OW,UY
ABSSY;AS,UW
ABSTT;FU,HI,IK,IP,IU
ABSTU;AD,AL,AX,FT,IL,IT,LT
ABSTY;AB,BI,BO,DN,NZ
ABTTU;BH,FS,GO,IS,LS,NR,OT
ABTTY;AO,IL,IM
ABTWY;EL
ABUZZ;DR,SW
ABWYY;
ACCDY;EN,EO,LO
ACCEH;EL,EO,HI,IL,IM,IP,LO,PU,XY
ACCEL;EH,FU,HO,LY,OT
ACCEM;AD,HI,IR,KO
ACCHI;AM,AN,AR,BC,BI,DL,EL,EM,EN,EP,GN,NO,NT,OP,OR,OT,OU
ACCHK;DE
ACCHL;AN,DE,DI,EE,EI,EN,EO,NO
ACCHO;DE,EE,EL,IP,IT,TW
ACCHT;AP,IN,IO,OW
ACCIM;BR,EH,ER,HS,LO,LU,OT,OZ,RU
ACCIR;AB,AD,AH,AO,BE,BM,BO,EK,EM,HO,LO,LU,LY,MU,NO,NU
ACCIT;AM,AP,IS
ACCIW;
ACCKL;AP,OR,RY
ACCKO;BW,DE,DN,DW,EM,EP,ES,HY,LR,MR,PR,SS,ST
ACCKR;DE,EI,EL,ER,ET,IR,LO,MO,OP,PU
ACCKS;EO,OS,OT
ACCKY;
ACCMO;DR,EK,IL,IT,IZ,KR,OT
ACCOO;BR,BT,MT,MY,RT
ACCOS;EG,EK,EN,GN,LU,QU
ACCOT;AT,BO,DE,EL,ET,HW,MO,MP,OR,PY,RU
ACCOY;DE,EP,PT
ACCSY;EL,ES,HK,IN
ACCUY;HO
ACDDE;AL,DL,HY,LO,OP
ACDDY;EE,EH,SS
ACDEE;AM,BH,BL,GL,HL,HT,JT,LL,LT,LV,MO,MV,TU,TX
ACDEF;GO,IN,KL
ACDEG;EN,FO,IN,KO,NO,NU
ACDEH;AM,DY,EL,EP,HN,IN,IP,IX,LN,MP,PP,PU,UV
ACDEI;BK,BP,CI,CU,HP,HX,LL,LM,MY
ACDEK;GO,KN,NU,QU
ACDEL;DD,DE,DI,EH
ACDEM;AC,AE,AH,AY,EN,ER,EV,HR,HS,HT,IT,IV,IY,KS
ACDEN;AV,AZ,GH,GU,HH,JU,KK,KU,MU,UV
ACDEP;BI,HI,HT,HU
ACDER;CU,MM,MO
ACDES;AC,BB,MM
ACDET;AU,EF,EJ,EU,EX
ACDEV;AN,EM,EN,HU,NU,OU
ACDEW;
ACDEY;AM,CO,DE,DH,HT,IM,IT
ACDGY;
ACDHO;DK,IP,NW,OT
ACDHR;DU,UY,YY
ACDHS;DI
ACDHY;DE,ES,ET,IR,RU,RY
ACDIL;AE,AR,BO,BR,CF,CH,DE,EM,EN,ER,ET,EV,FM,HI,MO,NO,NU,OR,OT,RT,TW
ACDIN;AT,AV,GG,GK,GN,II,IN,LU
ACDIR;DY,IT,LT,LY
ACDIS;AC,AG,AI,BI,BU
ACDIT;AN,BR,FI,IJ,IR,IY,LR,LW,LY,PY,RU,UV
ACDIY;EM,ET,FI,HR,IT,OT,OX,PT
ACDKR;OP
ACDKS;AY,IL,LY
ACDLO;AN,AR,AS,BI,CY,GK,HR,IL,IM,IN,IP,IR,IT,KP,LR,NR,NT,WY
ACDLS;AN,AO,KY,TY
ACDLU;IP,LY
ACDLY;CO,KS,LU,OW
ACDNS;AA,AL,AR,BO,OR
ACDNU;EG,EJ,EK,EM,EN,EP,ER,ES,ET,EV,IR,JT,OR
ACDNY;
ACDOR;AL,BE,BO,BR,BU,EG,EK,EL,EM,ER,ES,ET,GT,KP,LL,MZ,ST,SU,UZ
ACDOS;AL,BN,CR,EL,EN,EP,ER,NR,RU,RW
ACDOT;FO,GN,GR,HO,LN
ACDOY;CE,CL,IT,IX,LW
ACDRS;AF,AN,AS,AZ,CO,NO,OT,OU,OW,TU,UU
ACDRY;DI,HI,HU,HY,IL
ACDSS;AR,DY,EH,EN
ACDSU;AC,BI,MP,OR,RU
ACDTU;AE,EE,EN,ER,IR,IV,JN
ACEEK;AG,AT,DR,JN,NP
ACEEP;HM,HN,HP,HT,KN,LM,LT,MN,NN,TT
ACEES;AT,GU,HL,HT,IV,JY,LL,LT,LU,LV,OT,TT
ACEEZ;RV
ACEFH;EN,FI
ACEFL;DK,KR,KT
ACEFR;FO,KL,NT,OP
ACEFS;
ACEFT;AC,AL,CI,DR,GO,IV,IY,KL,NR,RR
ACEGL;EI,FU,HO,IL,IR,IT,JK,KO,KR,LO,OT,OU
ACEGR;AE,AG,AN,AT,BO,EN,GR,KL,KO,LN,NO,OU,TU
ACEGS;AK,AV,BU,EN,EP,EU,IN,IT,NU,TU
ACEGY;
ACEHK;BO,MN,NY,OT,UV
ACEHL;AR,CD,CN,CO,DN,DR,GO,NN,NO,NR,OR
ACEHM;AD,DP,DT,EP,ET,LT,LY,TT,TY,TZ
ACEHN;AO,DH,DL,DT,KY,LN,LO,NT,TT,TY,ZZ
ACEHP;CU,DE,DM,DP,DU,EM,EP
ACEHR;EL,HU,LY
ACEHS;UV
ACEHT;IM,IN,IO,IY,IZ,KO,MN,MT,MY,MZ,NN,NT,NU,NY,OO,OY,TU,TW
ACEHV;DU,EI,KU,SU
ACEIL;DD,DS,EG,GS,IS,IZ,KS,OS,OZ,SS
ACEIM;CR,DV,DY,GO,GR,KR,OR,OV,PR,PY
ACEIN;YZ
ACEIR;CM,CT,MO,MT,OT,TT
ACEIS;AT,GL,GT,IL,JK,KL,KT,LL,LO,LT,LX,OT,QU,TT
ACEIV;CP,EH,MO
ACEKL;BO,GJ,GO,IP,LP,QU
ACEKR;AC,GO,MO
ACEKS;AG,AN,BI,BY,CO,IJ,IS,MO,NO,NU
ACEKW;BT,IP
ACEKY;BS,HN
ACELL;AN,AS,CY,HP,HS,KP,MY,NU,NY,PS,PY
ACELM;HY,LO,LY
ACELN;HO,HP,LY,OP,OZ,VY
ACELP;BO,BY,KL,LY,NO
ACELR;AH,HY
ACELS;EL,II,IL
ACELT;
ACELV;AN,AT,NY
ACELY;BP,CL,CS,IM,IR,LM,LN,LP,LR,MR,NN,NR,NV,OR,PR,PS,QU,SX
ACEMO;BG,BI,BL,GI,IV,LL,LU
ACEMR;CI,DM,GI,IK,IU,MR
ACEMS;AB,AN,AS,BW,BX,DK,DM,DP,NP,PT,PY,TT
ACEMY;AD,DI,HL,HT,IL,IP,LL,PS
ACENN;EH,EP,ET,EY,HT,TY
ACENO;AH,CH,CL,CV,GL,HL,HP,JY,LP,LZ,PU
ACENP;EK,EN,LO
ACENR;BU,FU
ACENS;AK,AM
ACENT;HM,HN,HT,HY,NY
ACEOR;BD,BG,BI,BU,BV,DG,DK,FF,FP,GK,GU
ACEOT;AK,BI,FG,HI,HK,HO,HY,IX,OZ
ACEOX;BK,IT,NN,TU
ACEPR;AV,CY,FO,OX
ACEPS;
ACEPT;ET,IP,IV
ACEPX;ES,IK,OR
ACEPY;AW,BL,CO,CR,IM,LL,LR,LT,MR,NT
ACERR;GG,MM
ACERS;
ACERT;CI,GI,IT,JT,TT,TX,TY
ACERV;AP,AT,BO,EZ,OT,TU
ACERX;ET,TT,TU
ACERZ;BI,EV,IR
ACESS;AM,BS,GO,MO
ACEST;BJ,BW,CI,GI,IM,IV
ACESU;BE,BG,EG,GH,KW
ACESV;AC,AG,AT,DT,EN,OT
ACETT;AE,AH,AN,AR,AU,CH,EH,EP,GU,HH,HM,HN,HR,HU,HW,JR,NP,NR,RR,RT,RU,RX,RY
ACETU;CH,DE,GT,HT,IQ,IX
ACETX;DE,ER,IM,IN,IO,IT,IU,LY,OR,OU,RT,RU
ACFFH;DE,EI,ER
ACFFS;DE,EE,EI,ET,IN,OT
ACFHT;
ACFHU;LN,NO,RT
ACFIL;BO,CD,CY,DM,FT,IN,NO,NY,OY,RY
ACFIM;DL,EL,FK,OR,RU
ACFIN;AT,BK,KU,LO,LY,OT,OV
ACFIR;AD,FY,LY,MO,MU,PY,SY
ACFIS;BR,HI,HU,RY
ACFKL;BY,DE,ER,ET,RU
ACFKR;DE,EL,ER,LU
ACFLO;BI,BO,IY,LY,PW
ACFLS;AU,NO,NU,OT,PU,RU
ACFNR;ET,EU,TU
ACFNY;EE,FI,IL,IN,IR,NU
ACFRS;BI,IY,LU
ACFRT;AL,DE,EN,ER,EU,LU,NU,RU
ACFRU;AR,HT,IM,NT,RT,ST
ACFRY;FI,IL,IN,IP,IS
ACFST;AN,FO,LO,MU,NU
ACGHN;
ACGHT;DE,ER,ES,IN
ACGHU;
ACGIM;DI,ER,ET,LY
ACGIN;BB
ACGIR;HP
ACGLN;NO,OR
ACGLS;AY,OU
ACGNO;DE,DT,EL,ET,LN,LY,MP,OT
ACGNS;EE,EU
ACGOR;BE,DE,DT,EK,KV,RY
ACGOT;AL,DN,DR,EE,EF,EL,EN,ET,IL,IN,IR,NO
ACGOU;
ACGRS;GY,HU
ACGSS;EO,HW,IN,NO
ACGUY;
ACGWY;
ACHHN;DE,ES
ACHHT;AW,LO,OS
ACHIK;AL,AN,AR,GN,IM,RY
ACHIL;AK,CD,DI,LX,WY
ACHIM;AC,BT,GO,IK,NO,OX
ACHIN;AC,AK,CO,MO,NU,OY,UV
ACHIO;BD,BT,CN,CP,CT,CU,DP,ET,GM,MN,MX,NP,NY,PT
ACHIR;AB,AC,AK,AP,AT,GP,IV,KY,RT,TY
ACHIS;DD,GG,SS
ACHIT;AR,CO,EE,EM,EO,ER,EZ,OR,RR,RU
ACHKL;AI
ACHKN;EM,EY,GI
ACHKR;IY
ACHKS;AP,BU,KU
ACHKT;AR,DE,EO,OT
ACHKW;BU,DE,ER
ACHLN;CE,DE,EN,ER,ES
ACHLO;BE,CE,EG,EP,MP
ACHLR;AE,DE,EE,EK,EN,ES,ET
ACHLS;MY,MZ
ACHLT;GU,NU,UZ
ACHLU;AP,BE,CT,GT,TZ
ACHMO;GI,IL,IN,IX,KM,LP,NU
ACHMP;AC,AK,AN,DE,EE,EI,EN,ER,LO,OR,TU
ACHMR;NU
ACHMS;LZ
ACHMT;BI,DE,EE,EI,EL,EN,ER,ET,EY,EZ,PU
ACHNO;DW,EP,IM,IP
ACHNR;TY
ACHNT;CE,DE,EM,EN,ER,ET
ACHNU;AS,IN,IV
ACHOO;LL,NY
ACHOP;AN,CI,CU,DI,IN,IT,LM,LT
ACHOR;SU
ACHOS;ER,GU,RR,RU
ACHOT;BI,BT,CI,DE,EI,EK,EY,IP,KT
ACHOV;NY
ACHOW;DN,EG
ACHPR;AI,GI
ACHPS;BU,LT,NS,PU
ACHPT;AC,CU,LO,LS,MU,OR,UZ
ACHRR;AT,CU,GU,IT,TU
ACHRS;CN,CU,GU,LO,NO,OU,UU
ACHRT;IR,IU,IY,NY,RU
ACHRY;AA,AK,AN,AW,BN,DI,DU,DY,EK,EP,ES,ET,EX,FT,IK,IT,NT,NU,OP,ST
ACHST;AD,AT
ACHSU;AN,BK,BP,EG,EN,ER,EV,GO,GR,KK,KR,NO,OR,PP,RU
ACHSV;ER,EU,HI
ACHSW;
ACHSY;DE,ER,IL,NO,OP
ACHTW;BE,DE,ER,ET,IP
ACHTY;DE,EM,EO,ER,FR,LO
ACHUV;DE,EK,ES,IN
ACIIL;AN,BL,BN,CN,DH,EF,EM,EZ,FN,GN,LN,MM,NR,PU,RY
ACIIM;AS,EL,HK,HS,LM,LS,MS,OT,ST
ACIIN;AL,AT,BL,DI,DO,DR,GL,HT,LL,LR,TT,UX
ACIKK;
ACIKS;BE,BY,CR,DL,EJ,EL,ER,ET,GN,IR,LN,MU,NR,NT,OR,RT
ACILL;BI,CU,HO,HT,HX
ACILM;CO,CU,DF,DO,GN,IM,NO,NU,OP,OT
ACILN;AI,BI,CI,CY,FI,FY,IV,NY
ACILP;IU,MO,MY
ACILS;AC,BR,CE,EK,ER,EX,RY
ACILT;AT,AV,DW,DY,FF,KY,TY,UV
ACILU;AC,AF,CL,CM,DP,IP,TV
ACILV;AT,CO,GN,NU,OR,OT,RY,TU
ACILX;HL
ACIMN;DY,LU,PU
ACIMP;AR,EH,EN,ER,EY,GN,KR,KW,LO,LY,NO,NU,RY
ACIMR;AA,AL,AM,AO,AP,BC,CE,CU,EG,EL,EO,EP,EU,FO,FU
ACIMS;BI,BM,IM
ACIMU;CL,CR,DM,FR,GN,LN,NP,NR
ACINO;HP,HY,IN,PP,QU
ACINP;AA,CO,MO,MU,OP,RU,RY
ACINR;
ACINS;NY
ACINT;AD,AF,AI
ACINU;BC,FK,GM,HN,IX,MP,OQ
ACINV;AC,AD
ACIOR;AC,AM,EM,FM
ACIOT;BE,BF,BH,BI,EH,EX
ACIOZ;CM
ACIPR;GH,GN,IP,IT,KM,KT,LT,MT,NT,NU,TT
ACIPS;OT,TT
ACIPZ;ES
ACIRS;AA,BB,BF,BL,FY,IK,LY
ACIRT;AH,AK,EH,EK,EP,HY,KP
ACIRU;BO,CM,FM
ACIRV;GN,HI,LO,NO
ACISS;GN,HM,HT,MO,MT,NO,OT,OV,TT,TU
ACITT;AL,IX,LY
ACITV;DU,LO,LU,SU
ACJKS;AL,AS,EI,ER,ET,HI,OP
ACJKY;
ACJNO;BI,ES,ET,EY,KN
ACJNU;DT,MT
ACKKN;DE,ER
ACKKS;HU
ACKKY;LO
ACKLN;MO,OU
ACKLO;BE,BG,BT,CR,DE,DG,EG,ER,GL,IR,JW,KY,LY,MN,MR,NU,OR,RV,RW,RY
ACKLP;EI,EL,ET
ACKLS;AJ,DI,DY,LY
ACKLU;DE,EQ,ER,FR,NO
ACKMS;DE,EL,EO,ER,NO,OT
ACKMU;BR,BZ,DP,NR
ACKNR;BU,MU,TU
ACKNS;AE,BU,DE,EO,EU,GI,IP,MO,OW,PU
ACKOR;CL,CM,CP,DE,DP,EG,EL,EM,ER,GV,IL,LM,LO,LV,LW,PR,RT
ACKOW;BC,CD,JL,LR,ZZ
ACKPS;AH,AZ,BU,ET,HO,JO,NU,TU
ACKPU;CE,CR,DM,ST
ACKQU;DE,EL,ER
ACKRS;AR,II
ACKRT;AH,AI,AM,AP,IP,NU,OR
ACKRW;LO
ACKSS;AJ,CO,ER,PY
ACKST;AT,BU,CO,MO,OW,PU
ACKSU;BH,BN,BP,BR,BT,BW,CH,EN,ER,EW,HK,HR,NP,NT,PT
ACKSW;AB,BU
ACKSY;BE,BI,DL,EL,ER,LL
ACKSZ;AP,IP
ACKTY;FI
ACKWY;AB,AP,IL
ACLLO;AC,DI,FY,GI,GK,KY,LY,TU,VY
ACLLS;BE,DE,EE,EH,EP,ER,ET
ACLMO;AN,BE,BY,CI,DI,EL,EN,ET,EU,HI,IN,IT,KN,NO
ACLMP;NU
ACLMS;AH,AT,BY,HY,HZ
ACLMY;EH,ER,HS,HY,NU,SU
ACLNS;BO,BU,FO,FU,HO,HU,OS,OT,OX,PU,TY,UV
ACLOP;AC,AR,AT,BE,DE,DI,EH,EN,ER,ET,FW,HR,HT,IT,OP,OR,RT,TY
ACLOR;AC,AD,AP,AZ,CK,DN,GN,KO,KV,KW,NO,OP
ACLOS;BN,CY,FN,NS,NX
ACLOT;LU,PY
ACLOV;AT,BY,CI,II,IR,IT,KR,LY,NO,NU,RU
ACLOW;DY,FP,JK,KR
ACLOX;BO,GY
ACLOY;BL,BM,BN,BV,DW,ET,FI,FL,GN,GX,HN,HT,IN,KK,KL,LL,LV,PS,PT
ACLOZ;AR,EI,EN,IN,RY
ACLPS;
ACLPT;AA,AC,AF,AO,AR,AY,HO,OR,OY,RY
ACLPU;DI,GL,II,MN
ACLRS;BI,GI,HI,IN,IS
ACLRT;AF,AP
ACLRW;KO
ACLRY;AV,BU,CK,EL,EM,EN,EP,KN,LY
ACLSS;AR,AU,FF,NO,RW
ACLST;AM,AN,AT,DY,NY
ACLSU;BN,FN,GN
ACLSW;AE,DE
ACLSY;AB,AG,BM,CE,CO,DK,DT,EK,EP,ET,EX,GN,HI,HM,IU,MU,NT,OP
ACLTU;BI,CH,FF,FT,FY,GH,HN,HZ,IN,IV,LO
ACLTY;AP,FU,HO,II,IN,IP,IT,NS,OP
ACLXY;ES,ET,GO
ACMMO;AT,DN,GK,HK,IN,KM
ACMNO;AL,CY,DM,DP,GP,HU,KL,LO,PY
ACMOP;DN,GN,HR,IN,IT,NR,NY,RT,TU
ACMOR;AI,CD,CK,DZ,FI
ACMOS;AY
ACMPR;AI,HO,IK,IT,NO,OT
ACMPS;AD,DE,EN,ET
ACMPY;EI,NO
ACMRS;AA,AT
ACMRY;NO
ACMSS;EE,EI,EL,EO,FI,IO,IT,NO,OT
ACMSU;AB,BG,UV
ACMSY;AN,AO,BL,LU
ACNNO;AL,AZ,BK,CI,CO,DI,GL,GR,II,IL,IZ,JK,KW,LO
ACNNS;FI,GI,II,IT,IY,RY
ACNNY;EE,EL,ET,FU,NU
ACNOP;AH,CI,DM,EH,EI,EL,ET,EU,GM,HI,IM,IP,IT,MR
ACNOR;
ACNOS;AL,CO,FL
ACNOT;AZ,DG,GO
ACNOW;AD,BE,DH
ACNOX;EN
ACNOY;BL,CM,EJ,ES,GL,IL,IS
ACNPU;IR
ACNRS;AA,AD,AH,AL,CH,NY,PY,RU,UY,WY
ACNRY;BH,HT,HU,PS,SU,SW,TU,UZ
ACNSS;AH,AI,AV,GI,HP,IP
ACNST;
ACNSY;AM,CI,DI,EI,EO,ER,GL,HO,IN,IO,NO,NR,OR,PR,RU,RW
ACNTY;AE,EI,EL,EN,EP,ER,IL,RU
ACOPR;AL,CK,DK,EF,EL,EM,EX,KR,LO,LU,MN,OR
ACOPS;IK,JK,OU
ACOPT;AL,CM,CY,HL,JK,LY,MU,OT
ACOPY;CE,CT,FI,IT,LT
ACORS;DH,HR
ACORT;AB,CO,DG
ACORY;FT,GR,HP,RT
ACOSS;BU,EE,EG,EL,EM,EU,FI,IL,IM,IV,KL,MU,ZZ
ACOST;BB,FF,KW,OV
ACOTT;AB,AC,AL,BH,HK,IP,OP
ACOTU;AV,BK,LL
ACOUY;CH,HN
ACPPU;
ACPRS;NY,PY
ACPRY;CE,EH,EL,HO,LT,NS
ACPST;AA,AN,AW,HI,IM,IN,IS,IT
ACPSU;BH,BK,OO
ACPSY;IR,NR,PR
ACPTU;AJ,CH,HI,HZ,IY,JU
ACRRS;AK,AT,AU,LO,MO,NO,NU,OT,TU
